"id","name","type","description","human_readable_id","graph_embedding","text_unit_ids","description_embedding"
"cccfa151fedc4b218a8d96adc7dceabe","NGƯỜI SỞ HỮU","NGƯỜI","Người sở hữu là cá nhân hoặc tổ chức nắm giữ quyền sở hữu đối với một tài sản hoặc chứng khoán",124,"",['dd0e8c3a53affd5981f84d21983eb5ee'],"[ 0.00405785  0.05618154  0.0032392  ... -0.0389412  -0.01192132
 -0.01700138]"
"ce54725672a74ebcabe6127577dacb2b","MÃ CHỨNG KHOÁN CƠ SỞ","THÔNG TIN","Mã chứng khoán cơ sở là mã cổ phiếu được sử dụng để phát hành chứng quyền",125,"",['8f5d126775576a236cb53e6f86b663da'],"[ 0.00931845  0.02145443 -0.01317033 ... -0.01967593 -0.00825603
  0.01637164]"
"ea2b28ca1a974ffab4517811dc1d1e5c","NGÀY ĐÁO HẠN","THÔNG TIN","NGÀY ĐÁO HẠN is the final day for exercising rights for stock options and the day when the issuing organization must repurchase the securities. This date marks the deadline for both parties involved in the stock market transaction.",126,"",['2e9c77aefcb96dfde90c451bba99ea10' '8f5d126775576a236cb53e6f86b663da'],"[ 0.02764436  0.0246391   0.01882762 ... -0.00938396  0.02764436
  0.00705041]"
"aff21f1da1654e7babdcf3fb0e4a75fc","GIÁ THỰC HIỆN","THÔNG TIN","GIÁ THỰC HIỆN refers to the actual price at which an investor is allowed to purchase securities when exercising rights with warrants. It is also the price calculated on a futures contract to determine the amount of payment for a transaction. This entity plays a crucial role in determining the financial aspects of stock market investments.",127,"",['2e9c77aefcb96dfde90c451bba99ea10' '8f5d126775576a236cb53e6f86b663da'],"[-0.05816701 -0.01293996  0.00111628 ...  0.00811365  0.00310151
  0.0327268 ]"
"dc2cc9016e3f49dbac7232f05cce794d","TỶ LỆ QUY ĐỔI","THÔNG TIN","Tỷ lệ quy đổi là số lượng chứng quyền yêu cầu để quy đổi ra một chứng khoán cơ sở",128,"",['8f5d126775576a236cb53e6f86b663da'],"[ 0.01666967  0.02138639 -0.01187482 ... -0.02445275 -0.00022827
  0.00906236]"
"6ea0cef05f694dcea455478f40674e45","KIỂU CHỨNG QUYỀN","THÔNG TIN","Chứng quyền kiểu Châu Âu chỉ cho phép nhà đầu tư thực hiện quyền tại ngày đáo hạn",129,"",['8f5d126775576a236cb53e6f86b663da'],"[ 0.00246322  0.0563986  -0.01538399 ... -0.06772332  0.02231195
  0.00590142]"
"7ab5d53a872f4dfc98f3d386879f3c75","TỶ SUẤT SINH LỜI","CHỈ SỐ TÀI CHÍNH","""Tỷ suất sinh lời cao thông qua đòn bẩy tài chính, CW có khả năng tăng hiệu quả đầu tư từ 5 đến 40 lần""",130,"",['078f14bae4d779e6ad5fad23e7f2ea43'],"[ 0.0416968   0.01893825  0.00381549 ...  0.01001146 -0.01604904
  0.01793999]"
"af1d0fec22114a3398b8016f5225f9ed","PHÒNG NGỪA RỦI RO","CHIẾN LƯỢC ĐẦU TƯ","CW là công cụ phòng ngừa rủi ro hữu ích khi nhà đầu tư lo ngại bị tác động tiêu cực bởi sự biến động bất lợi của thị trường đến danh mục tài sản của mình",131,"",['078f14bae4d779e6ad5fad23e7f2ea43'],"[ 0.05347612  0.05026922 -0.01699241 ... -0.00395136  0.00585676
 -0.00357653]"
"b07a7f088364459098cd8511ff27a4c8","QUYỀN","CÔNG CỤ PHÒNG NGỪA RỦI RO","""QUYỀN encompasses a variety of rights including the right to know, consent, access, revoke consent, delete data, limit data processing, provide data, oppose data processing, file complaints, initiate legal actions, seek compensation for damages, self-defense and other related rights as defined by law. These rights serve as a risk mitigation tool for investors concerned about negative impacts caused by market fluctuations on their asset portfolio. They are recognized and protected by law.""",132,"","['2c3ae7491cabfdc2946c79ea584fb1ca' '82f6df8c73c78cf4fd7eed0d4e5e77b7'
 '9ec3183997e9b53cecc3d69523d6c509']","[ 0.01323914  0.0739027   0.01592075 ... -0.02252977  0.01025664
 -0.01674424]"
"8870cf2b5df64d2cab5820f67e29b9f1","CW","CÔNG CỤ PHÒNG NGỪA RỦI RO","CW is a versatile financial tool that helps investors mitigate risks by hedging against negative market movements to protect their asset portfolio. It is a type of security similar to stock options but with settlement in cash or underlying securities. CW is a highly liquid investment instrument with guaranteed trading and settlement by the issuing organization. It is issued along with other securities and is known for its high liquidity and flexibility in trading.",133,"","['82f6df8c73c78cf4fd7eed0d4e5e77b7' '8a22d1ed78856814aba3794bf1b450aa'
 'ac4cec82c21d6c2b8c5e2e9b3be742b8' 'e5fa74b405fb017d2cffb093ab477001']","[ 0.01711135  0.02150124  0.05426065 ... -0.02409827 -0.03416997
  0.00497653]"
"cd130938a2844050be991af70baf5ee0","SGDCK","THỊ TRƯỜNG","""SGDCK, also known as Sở Giao dịch Chứng khoán, is a financial trading platform where financial institutions are listed and transactions take place. It is a stock market system where trading occurs, providing a marketplace for financial activities.""",134,"","['100579c0649a951fa90b7a0391a7d23c' '82f6df8c73c78cf4fd7eed0d4e5e77b7'
 'e94cfb8c395a24fbf6db9a2baed8c5d5' 'ea96ddadb47760fb6285d78ff43334d1']","[ 0.00593313 -0.00197387  0.01098003 ...  0.01083041  0.00189618
  0.00568855]"
"43544b99c3b04b059546198a0ae6366d","THỊ TRƯỜNG","MÔI TRƯỜNG KINH DOANH","THỊ TRƯỜNG is a business environment where investors buy and sell securities. It is also a marketplace where products and services are exchanged.",135,"",['3405d57ce2cb8930da5dfb2d59f15ce1' 'e5fa74b405fb017d2cffb093ab477001'],"[-0.00817553 -0.01481751 -0.03948627 ...  0.01003914  0.00265832
  0.01037429]"
"a671bf7fea2f4514b6e96ba99127fafd","CHỨNG KHOÁN CƠ SỞ","LOẠI HÌNH ĐẦU TƯ","Chứng khoán cơ sở là loại hình đầu tư dựa trên giá trị của cơ sở chứng khoán",136,"",['e5fa74b405fb017d2cffb093ab477001'],"[-0.02540269  0.03354459 -0.01795739 ... -0.00109746  0.00165552
  0.00877967]"
"525f41ea20274a05af4e52b625b473f3","NĐT","NGƯỜI","Người đầu tư là nhà đầu tư tham gia vào thị trường chứng khoán",137,"",['e5fa74b405fb017d2cffb093ab477001'],"[ 0.00876135 -0.00365904 -0.025359   ... -0.00154498  0.01857852
 -0.00011404]"
"071a416efbec4f0886c19ac68f6d43cb","BIẾN ĐỘNG GIÁ","","""BIẾN ĐỘNG GIÁ refers to the fluctuation in stock prices influenced by various factors such as interest rates, dividends, supply, and demand.""",138,"",['563361f76d1a9622c17edd6689d14bfb' 'e5fa74b405fb017d2cffb093ab477001'],"[ 0.01963611  0.03788818 -0.02079909 ...  0.02345184  0.02270215
  0.01030343]"
"6d8473ef3b1042bf87178a611e3dbcc6","NIÊM YẾT","HOẠT ĐỘNG","Niêm yết là việc đưa chứng khoán lên sàn giao dịch để công khai giao dịch",139,"",['563361f76d1a9622c17edd6689d14bfb'],"[ 0.00222846  0.03655082 -0.05393078 ... -0.00560168  0.01203776
  0.02315971]"
"30c9641543c24773938bd8ec57ea98ab","CHÊNH LỆCH GIÁ","HIỆN TƯỢNG","Chênh lệch giá là sự khác biệt về giá của chứng khoán giữa các thời điểm mua và bán",140,"",['563361f76d1a9622c17edd6689d14bfb'],"[ 0.01389071 -0.04000663 -0.02739774 ... -0.00722003 -0.03053689
 -0.0014682 ]"
"18b839da898e4026b81727d759d95c6a","NGƯỜI ĐẦU TƯ","NGƯỜI","Người đầu tư là cá nhân hoặc tổ chức tham gia vào hoạt động đầu tư chứng khoán.",141,"",['563361f76d1a9622c17edd6689d14bfb' '7a9d013be64113ac0b686f7835ad3646'],"[ 0.03163074  0.01438739 -0.00904713 ... -0.02206523  0.00144021
  0.0011963 ]"
"eeef6ae5c464400c8755900b4f1ac37a","VÒNG ĐỜI GIỚI HẠN","ĐẶC ĐIỂM","Vòng đời giới hạn là đặc điểm của chứng quyền khi có thời hạn cụ thể",142,"",['563361f76d1a9622c17edd6689d14bfb'],"[ 0.06282953  0.05798769  0.00142491 ... -0.02502888  0.02621074
  0.01890986]"
"422433aa45804c7ebb973b2fafce5da6","RỦI RO TỔ CHỨC PHÁT HÀNH","RỦI RO","""Rủi ro tổ chức phát hành refers to the potential risks that may arise when an organization issuing securities faces financial difficulties, leading to the inability to fulfill payment obligations to investors when the securities mature or the issuer decides to exercise their rights. These risks can pose challenges to the financial stability of the issuing entity.""",143,"",['563361f76d1a9622c17edd6689d14bfb' 'ac4cec82c21d6c2b8c5e2e9b3be742b8'],"[ 0.01454463  0.00532913  0.00569647 ...  0.01605659  0.0128836
 -0.00141081]"
"86505bca739d4bccaaa1a8e0f3baffdc","CHỨNG QUYỀN MUA","LOẠI CHỨNG QUYỀN","CHỨNG QUYỀN MUA is a type of financial product in the stock market that allows the purchase of shares at a predetermined price in the future. It is a call option that grants the right to buy securities.",144,"",['38dd0921ac731174a59ec6e94eeab28b' 'ac4cec82c21d6c2b8c5e2e9b3be742b8'],"[-0.00780608  0.02577659 -0.06529268 ... -0.01152636  0.0003289
 -0.01942758]"
"1af9faf341e14a5bbf4ddc9080e8dc0b","MÃ CHỨNG QUYỀN","ĐỊNH DANH","Mã chứng quyền là chuỗi ký tự đặc biệt để xác định chứng quyền cụ thể",145,"",['ac4cec82c21d6c2b8c5e2e9b3be742b8'],"[ 0.03511655  0.03585937 -0.05957371 ... -0.03507941 -0.00332642
  0.00386031]"
"353d91abc68648639d65a549e59b5cf3","HPG","MÃ CHỨNG KHOÁN","HPG là mã chứng khoán cơ sở",146,"",['38dd0921ac731174a59ec6e94eeab28b'],"[-0.02977219  0.00195127  0.01846387 ... -0.02941016 -0.00991874
  0.01440693]"
"7ce637e4f35b42e3a9f8272cab69cd22","19","NĂM PHÁT HÀNH","19 là năm phát hành của sản phẩm chứng khoán",147,"",['38dd0921ac731174a59ec6e94eeab28b'],"[-0.00508605  0.01133188 -0.00511531 ... -0.02330218  0.00119038
  0.01558799]"
"4d999d7744b04a998475f8f8531589f0","01","CHỨNG QUYỀN","01 là chứng quyền đầu tiên của mã HPG trong năm 2019",148,"",['38dd0921ac731174a59ec6e94eeab28b'],"[ 0.00106063 -0.00442747  0.03864785 ... -0.05223288  0.00402395
  0.00441345]"
"9a6f414210e14841a5b0e661aedc898d","CHỨNG QUYỀN CÓ BẢO ĐẢM","SẢN PHẨM CHỨNG KHOÁN","Chứng quyền có bảo đảm là một sản phẩm chứng khoán",149,"",['38dd0921ac731174a59ec6e94eeab28b'],"[ 0.02808696  0.05895196 -0.04286103 ... -0.02130424  0.01764229
  0.0014296 ]"
"db541b7260974db8bac94e953009f60e","HỢP ĐỒNG QUYỀN CHỌN","SẢN PHẨM CHỨNG KHOÁN","Hợp đồng quyền chọn là một sản phẩm chứng khoán",150,"",['38dd0921ac731174a59ec6e94eeab28b'],"[-0.01230373  0.01176038 -0.03278539 ... -0.043984    0.00450799
 -0.00593084]"
"f2ff8044718648e18acef16dd9a65436","TỔ CHỨC TÀI CHÍNH","TỔ CHỨC","Tổ chức tài chính là một tổ chức liên quan đến sản phẩm chứng khoán",151,"",['38dd0921ac731174a59ec6e94eeab28b'],"[-0.00911505 -0.00748585 -0.0240529  ... -0.00762127 -0.02843693
  0.03224545]"
"00d785e7d76b47ec81b508e768d40584","THỊ TRƯỜNG GIAO DỊCH","THỊ TRƯỜNG","Thị trường giao dịch là một thị trường liên quan đến sản phẩm chứng khoán",152,"",['38dd0921ac731174a59ec6e94eeab28b'],"[ 0.00763577 -0.00129504 -0.01461024 ...  0.00638371  0.01323474
  0.01351689]"
"87915637da3e474c9349bd0ae604bd95","THỊ TRƯỜNG PHÁI SINH & MỞ TÀI KHOẢN MỚI GIAO DỊCH TƯƠNG LAI","THỊ TRƯỜNG","Thị trường phái sinh & mở tài khoản mới giao dịch tương lai là một thị trường liên quan đến sản phẩm chứng khoán",153,"",['38dd0921ac731174a59ec6e94eeab28b'],"[ 0.02555378  0.02514539 -0.0235896  ...  0.01665663  0.02051692
  0.03315768]"
"8f1eba29f39e411188200bf0d14628ec","THỊ TRƯỜNG CƠ SỞ & DÙNG TÀI KHOẢN CHỨNG KHOÁN HIỆN TẠI ĐỂ GIAO DỊCH","THỊ TRƯỜNG","Thị trường cơ sở & dùng tài khoản chứng khoán hiện tại để giao dịch là một thị trường liên quan đến sản phẩm chứng khoán",154,"",['38dd0921ac731174a59ec6e94eeab28b'],"[-0.02228829  0.00696853 -0.03203141 ...  0.00965155  0.01204154
  0.00114692]"
"7282c73622b8408e97289d959faff483","THỊ TRƯỜNG CHỨNG KHOÁN PHÁI SINH","THỊ TRƯỜNG","Thị trường chứng khoán phái sinh là một thị trường liên quan đến sản phẩm chứng khoán",155,"",['38dd0921ac731174a59ec6e94eeab28b'],"[-0.01701603  0.00746904 -0.01283337 ... -0.00560958  0.00680909
  0.03713562]"
"3deb220d31f74103aa44870a36a63220","SỞ GDCK","TỔ CHỨC","Sở GDCK là một tổ chức liên quan đến sản phẩm chứng khoán",156,"",['38dd0921ac731174a59ec6e94eeab28b'],"[ 0.01911573 -0.01601589 -0.00155995 ... -0.00218348 -0.0112325
  0.01489353]"
"af7a1584dd15492cb9a4940e285f57fc","THỊ TRƯỜNG PHÁI SINH","THỊ TRƯỜNG","Thị trường phái sinh là một loại thị trường tài chính mà các hợp đồng tương lai được giao dịch",157,"",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"[ 0.01280101  0.00607696 -0.01580198 ... -0.02588336  0.02228219
  0.04010045]"
"6e8d9029ce4e4ea182367173ab2c7bbf","TÀI KHOẢN MỚI","TÀI KHOẢN","Tài khoản mới được mở để giao dịch tương lai trên thị trường phái sinh",158,"",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"[ 0.06119458  0.01519572 -0.02990488 ...  0.00305037  0.015439
 -0.01033009]"
"cbf232211e7d4eb6abdbe182f71c2cf0","THỊ TRƯỜNG CƠ SỞ","THỊ TRƯỜNG","Thị trường cơ sở là thị trường mà người dùng tài khoản chứng khoán hiện tại để giao dịch",159,"",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"[-0.01812309 -0.00604563 -0.02846733 ... -0.00622033 -0.01079478
  0.01515315]"
"bb0cff774a4440b289cc6f3b929fe13c","ĐIỀU KHOẢN SẢN PHẨM","QUY ĐỊNH","Điều khoản sản phẩm được ban hành để chuẩn hóa những điều khoản liên quan",160,"",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"[ 0.03047081  0.0222324  -0.04687237 ... -0.02014459  0.00120026
 -0.00476341]"
"ce55841ebfdd47008bab8c258f10372e","KHỐI LƯỢNG NIÊM YẾT","SỐ LƯỢNG","Khối lượng niêm yết là số lượng hợp đồng giao dịch phụ thuộc vào cung cầu trên thị trường",161,"",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"[ 0.00674104 -0.0007685  -0.05310913 ...  0.00140794  0.00370757
  0.02832942]"
"6090e736374d45fd84f0e4610a314f8f","BÁN KHÓNG","HÀNH VI GIAO DỊCH","BÁN KHÓNG refers to the act of opening a short position in futures contracts without owning the underlying securities. This practice involves selling futures contracts without holding the corresponding securities in the portfolio.",162,"",['10955923af33dd58454b796b2da93d07' 'd7bbdfbd03e739c6c52bd3c9096bbcd2'],"[-0.00172964 -0.01915997 -0.00350847 ...  0.00971661  0.01914904
  0.01584824]"
"0e8d921ccd8d4a8594b65b7fd19f7120","SỐ LƯỢNG","ĐƠN VỊ","Số lượng khi phát hành được quy định trong thời gian cụ thể",163,"",['10955923af33dd58454b796b2da93d07'],"[ 0.01420444 -0.0105962   0.01151016 ... -0.01617516 -0.00054266
  0.01363321]"
"59c726a8792d443e84ab052cb7942b4a","HỢP ĐỒNG GIAO DỊCH","CÔNG CỤ TÀI CHÍNH","Hợp đồng giao dịch phụ thuộc vào cung cầu",164,"",['10955923af33dd58454b796b2da93d07'],"[-0.01658366  0.01821727  0.01181483 ... -0.01616288 -0.01245837
  0.00759878]"
"4f2c665decf242b0bfcaf7350b0e02ed","DỊCH VỤ ĐIỆN TỬ","DỊCH VỤ","Dịch vụ điện tử là dịch vụ được cung cấp thông qua môi trường điện tử",165,"",['10955923af33dd58454b796b2da93d07'],"[-0.00785721 -0.00931573 -0.07938477 ... -0.0026818   0.00169056
  0.01213013]"
"66cdf168f36d4a57a505028c97dc06e0","MBS MOBILE","ỨNG DỤNG DI ĐỘNG","MBS Mobile is a mobile trading application that allows users to open accounts and select service packages from MBS Online. It is an app that investors can use to open accounts at MBS and access their accounts.",166,"","['0e6d1961c112676304a1c82938f647f0' '10955923af33dd58454b796b2da93d07'
 '2a4dfba4750588906f2098f45d6ef795']","[ 0.04233658  0.04252559  0.04028118 ...  0.01770718 -0.02844489
  0.01324199]"
"38f51478f41f48db9bee570859b6f43e","IOS","HỆ ĐIỀU HÀNH","iOS là hệ điều hành được sử dụng trên các thiết bị di động của Apple",167,"",['26aeb6f00d5522b71f5210e7e66a2cb7'],"[ 0.02748021  0.00437294 -0.03578004 ... -0.00915211 -0.03718193
 -0.01480746]"
"896d2a51e8de47de85ba8ced108c3d53","ANDROID","HỆ ĐIỀU HÀNH","Android là hệ điều hành phổ biến được sử dụng trên các thiết bị di động của nhiều hãng sản xuất",168,"",['26aeb6f00d5522b71f5210e7e66a2cb7'],"[ 0.03185523  0.00803299  0.01491026 ... -0.00891198 -0.00803706
  0.00394324]"
"14555b518e954637b83aa762dc03164e","ỨNG DỤNG","PHẦN MỀM","""ỨNG DỤNG là phần mềm được thiết kế để chạy trên các thiết bị di động hoặc máy tính, giúp khách hàng có thể giao dịch mọi lúc, mọi nơi.""",169,"",['016f43c5ba92b8259d4a288f96a46817' '26aeb6f00d5522b71f5210e7e66a2cb7'],"[ 0.00126049  0.0035281  -0.01470608 ... -0.01356963  0.00992279
  0.00633956]"
"b1f6164116d44fe8b8f135d7f65b9e58","THÔNG TIN THỊ TRƯỜNG","THÔNG TIN","Thông tin thị trường là các dữ liệu liên quan đến tình hình thị trường tài chính",170,"",['26aeb6f00d5522b71f5210e7e66a2cb7'],"[ 0.00305505 -0.01925495 -0.015937   ... -0.01448654  0.03872746
  0.01413298]"
"c8b2408617804483b620e1a6691ac90d","CHUYỂN TIỀN","HOẠT ĐỘNG TÀI CHÍNH","""Chuyển tiền là hoạt động chuyển số tiền từ một tài khoản sang tài khoản khác, bao gồm chuyển tiền nội bộ giữa các tài khoản trong MBS và chuyển tiền trực tuyến sang tài khoản ngân hàng MB hoặc ngân hàng khác""",171,"",['94f5ee6f7ea75fa6da839400ada6c9ec'],"[ 0.01494866 -0.00831379 -0.01658268 ... -0.02057797 -0.01955446
  0.0299871 ]"
"a5e0d1644eb547ba9a5c3211aac4631a","ỨNG TRƯỚC TIỀN BÁN CHỨNG KHOÁN","HOẠT ĐỘNG TÀI CHÍNH","Ứng trước tiền bán chứng khoán là hoạt động vay tiền trước khi bán chứng khoán",172,"",['94f5ee6f7ea75fa6da839400ada6c9ec'],"[-0.04696007  0.00682913 -0.04286536 ... -0.0169783   0.001343
  0.02386737]"
"5a28b94bc63b44edb30c54748fd14f15","""SAO KÊ TIỀN, CHỨNG KHOÁN""","HOẠT ĐỘNG TÀI CHÍNH","""Sao kê tiền, chứng khoán là hoạt động kiểm tra và xác nhận thông tin về số dư tiền và chứng khoán""",173,"",['94f5ee6f7ea75fa6da839400ada6c9ec'],"[-0.02775746  0.00044092 -0.02729602 ... -0.01690472  0.00191787
 -0.0002242 ]"
"f97011b2a99d44648e18d517e1eae15c","QUẢN LÝ DANH MỤC ĐẦU TƯ TÀI KHOẢN","HOẠT ĐỘNG TÀI CHÍNH","Quản lý danh mục đầu tư tài khoản là hoạt động quản lý và điều chỉnh danh sách các khoản đầu tư trong tài khoản",174,"",['94f5ee6f7ea75fa6da839400ada6c9ec'],"[ 0.03154736  0.07711164 -0.03230955 ... -0.04212512  0.03584167
 -0.02474339]"
"35489ca6a63b47d6a8913cf333818bc1","THEO DÕI THÔNG TIN SỐ DƯ","HOẠT ĐỘNG TÀI CHÍNH","Theo dõi thông tin số dư là hoạt động theo dõi và kiểm tra thông tin về số dư tài khoản",175,"",['94f5ee6f7ea75fa6da839400ada6c9ec'],"[-0.00226293  0.02136644 -0.02499819 ... -0.03156113  0.02440826
  0.02604899]"
"5d3344f45e654d2c808481672f2f08dd","QUÝ KHÁCH HÀNG","NGƯỜI DÙNG","""QUÝ KHÁCH HÀNG là người mở tài khoản giao dịch chứng khoán tại MBS, là người cá nhân có quốc tịch Việt, nhận thông tin và hướng dẫn từ MBS, sử dụng dịch vụ Plus24 và giao dịch trực tuyến S24, cũng như hệ thống giao dịch trực tuyến.""",176,"","['60ebabe690f6d6bd2408ac12e84701ab' '72ef77d14fd5f7379a4d83d84a21217c'
 '94f5ee6f7ea75fa6da839400ada6c9ec' '9706700c164888cada6cc7690b0558e3'
 'c9391913bcbf6c8ce05f702658ff0f0f' 'd6fed9f836099d34eeb33a689ef5905b']","[ 0.01211703  0.01424739 -0.00124713 ... -0.00536928 -0.01230983
 -0.02072523]"
"6fb57f83baec45c9b30490ee991f433f","TÍNH NĂNG","ĐẶC ĐIỂM","""Tính năng và ưu điểm của S24 bao gồm tốc độ xử lý nhanh, dữ liệu thị trường, bộ lọc cổ phiếu, tích hợp cơ sở & phái sinh, tùy chỉnh thiết kế màn hình, phím tắt hỗ trợ giao dịch, xác thực SMS OTP/ Smart OTP, QR Code""",177,"",['d6fed9f836099d34eeb33a689ef5905b'],"[ 0.01271371  0.03336325 -0.01463396 ...  0.01065695 -0.0101109
 -0.00607018]"
"68762e6f0d1c41cd857c6b964a8e76c3","THIẾT KẾ MÀN HÌNH","THIẾT KẾ","Tùy chỉnh thiết kế màn hình theo mong muốn",178,"",['9c29a6ca388e1ef7ee4a4bd25695cb71'],"[ 0.00138114  0.01239631 -0.04837879 ... -0.00919921  0.00265168
 -0.01082792]"
"70634e10a5e845aa8c6a32fe7e8eb2b2","PHÍM TẮT","CÔNG CỤ HỖ TRỢ","""Phím tắt hỗ trợ giao dịch nhanh, tùy ý thiết lập""",179,"",['9c29a6ca388e1ef7ee4a4bd25695cb71'],"[-0.02144006  0.02256734 -0.02269867 ... -0.0425518   0.01701853
 -0.00916593]"
"04085f7cf46544b79597fc49286ff84d","SMS OTP/ SMART OTP","CÔNG CỤ XÁC THỰC","""Xác thực SMS OTP/ Smart OTP, QR Code""",180,"",['9c29a6ca388e1ef7ee4a4bd25695cb71'],"[ 0.01469205  0.03360241 -0.05514663 ... -0.01467147 -0.01642053
 -0.00870926]"
"d203efdbfb2f4b2a899abfb31cf72e82","CÔNG CỤ HỖ TRỢ GIAO DỊCH","CÔNG CỤ HỖ TRỢ","""Tùy ý cài đặt, thiết lập các công cụ hỗ trợ giao dịch như phím tắt, cảnh báo giá, cảnh báo chỉ số""",181,"",['9c29a6ca388e1ef7ee4a4bd25695cb71'],"[ 0.01179508  0.02047743 -0.01404642 ... -0.04064163  0.00715046
 -0.00227581]"
"6731a665561840c2898ce8c9788e4c88","PLUS24","BẢNG GIÁ GIAO DỊCH","""PLUS24 is a trading platform that supports customers with all necessary information for stock trading. It is a securities trading system providing useful information and assistance to investors. PLUS24 is an application that offers online trading data for stocks, futures contracts, and various market indicators in Vietnam. It is used with technical analysis software such as Amibroker and Metastock.""",182,"","['3405d57ce2cb8930da5dfb2d59f15ce1' '40aecf550b64085ed8aa08f800e16a30'
 '9706700c164888cada6cc7690b0558e3' '9c29a6ca388e1ef7ee4a4bd25695cb71']","[-0.02658691  0.00756103  0.00569032 ...  0.00568431 -0.00272035
  0.00226771]"
"4026806fa92f4e849a59a7f5c9a45c79","DỮ LIỆU PHÁI SINH","DỮ LIỆU","Dữ liệu Phái sinh specializes in providing advanced information on derivative contracts such as options and futures. They offer comprehensive data to help clients make informed decisions and understand the various options available in the stock market investments.",183,"",['3405d57ce2cb8930da5dfb2d59f15ce1' '9706700c164888cada6cc7690b0558e3'],"[ 0.02213192  0.02124318 -0.00409419 ...  0.0036444  -0.01238824
  0.0519374 ]"
"68e0c60d2e8845d89d9d0ad397833648","BỘ LỌC CỔ PHIẾU","CÔNG CỤ ĐẦU TƯ","""Bộ lọc cổ phiếu mạnh mẽ, đa dạng chỉ tiêu giúp nhà đầu tư lựa chọn cổ phiếu phù hợp với chiến lược đầu tư của mình""",184,"",['3405d57ce2cb8930da5dfb2d59f15ce1'],"[ 0.0651257  -0.01063317  0.00882358 ...  0.01900313 -0.01055512
 -0.00080358]"
"101572f552b54e529fe7765c05168981","BẢNG GIÁ","CÔNG CỤ GIAO DỊCH","Bảng giá giao dịch là công cụ hiển thị thông tin về giá cả và khối lượng giao dịch của các cổ phiếu trên thị trường",185,"",['3405d57ce2cb8930da5dfb2d59f15ce1'],"[ 0.01002552 -0.02474455 -0.01484341 ...  0.02937171 -0.01384832
  0.00217676]"
"60c58026b2764b40adffca6eaa31d6d9","HỆ THỐNG PLUS24","HỆ THỐNG","Hệ thống Plus24 là một hệ thống cung cấp các tính năng cho việc mở tài khoản giao dịch chứng khoán",186,"",['c9391913bcbf6c8ce05f702658ff0f0f'],"[-0.00569314  0.02750589 -0.03386959 ... -0.01444541 -0.00682388
 -0.0213701 ]"
"ad1595a78935472999444c9330e7730e","DỮ LIỆU THỜI GIAN THỰC","DỮ LIỆU","Dữ liệu thời gian thực là dữ liệu giao dịch được cung cấp trong thời gian thực",187,"",['c9391913bcbf6c8ce05f702658ff0f0f'],"[-0.01670637 -0.03857491 -0.02800305 ...  0.01225133  0.03539275
  0.03687776]"
"735d19aea0744b2295556841c5c4c3fd","QUYẾT ĐỊNH ĐẦU TƯ","HÀNH ĐỘNG","""Ra các quyết định đầu tư đúng lúc, kịp thời và hiệu quả""",188,"",['40aecf550b64085ed8aa08f800e16a30'],"[ 0.02378934  0.04114749 -0.02604731 ... -0.02878913  0.02848672
 -0.02479736]"
"c725babdb14a485582f8fbdf95429030","DATA24","ỨNG DỤNG","""DATA24 is an online trading data application for stock, futures, and market index data in Vietnam, used for technical analysis software such as Amibroker and Metastock. The product is currently in the experimental deployment phase.""",189,"",['01a44471658f608d573d20b284b08638' '40aecf550b64085ed8aa08f800e16a30'],"[-0.00901643  0.01186435  0.0088569  ...  0.01662663  0.01953364
 -0.01616577]"
"a0047221896d418d849847d422fa4bb8","D","DỮ LIỆU","D - Day trade: Dữ liệu liên tục cập nhật trong ngày (Intraday)",190,"",['40aecf550b64085ed8aa08f800e16a30'],"[ 0.01548018 -0.00168984 -0.00913777 ... -0.028165    0.00490949
  0.03065498]"
"98fc2ee593184c5a839454db4eec7013","A","DỮ LIỆU","""A - Available: Miễn phí sử dụng sản phẩmA - Accurate: Dữ liệu chính xác, đầy đủ gồm chỉ số phái sinh và cổ phiếu cơ sở""",191,"",['40aecf550b64085ed8aa08f800e16a30'],"[ 0.01757121  0.00539422 -0.00369852 ... -0.01555805  0.01313195
  0.02733758]"
"80020a1da63042459e00266b2a605452","T","DỮ LIỆU","T - Training: Đào tạo chiến lược áp dụng từ các chuyên gia phân tích của MBS",192,"",['40aecf550b64085ed8aa08f800e16a30'],"[ 0.01579842  0.05327265  0.05313159 ... -0.02499066  0.00880433
  0.0007692 ]"
