"source","target","weight","description","text_unit_ids","id","human_readable_id","source_degree","target_degree","rank"
"NHÀ ĐẦU TƯ","MBS MOBILE",1.0,"Nhà đầu tư mở tài khoản qua MBS Mobile để lựa chọn gói dịch vụ MBS Online",['0e6d1961c112676304a1c82938f647f0'],"2289f06dd3804a3c84371dda0bab091e","155",57,3,60
"NHÀ ĐẦU TƯ","APP MBBANK",1.0,"Nhà đầu tư mở tài khoản qua App MBBank",['0e6d1961c112676304a1c82938f647f0'],"34ff8ef897804691842071f9ff78708e","156",57,1,58
"NHÀ ĐẦU TƯ","CÂU HỎI THƯỜNG GẶP",1.0,"Nhà đầu tư có thể tìm hiểu thông tin về dịch vụ MBS Online qua câu hỏi thường gặp",['0e6d1961c112676304a1c82938f647f0'],"a7401447d994439993da7cc57f127649","157",57,1,58
"NHÀ ĐẦU TƯ","TÀI KHOẢN BẢO MẬT GIAO DỊCH",1.0,"Nhà đầu tư muốn tự chủ động đầu tư và bảo mật thông tin tài khoản giao dịch",['8247eaabe8d0db4fc1c5828f95e413ff'],"754b0f2616064b18abb90f409ef0539a","158",57,1,58
"NHÀ ĐẦU TƯ","MBS ONLINE",1.0,"Nhà đầu tư được hỗ trợ sản phẩm tư vấn và dịch vụ chăm sóc khách hàng từ kênh giao dịch số MBS Online",['fb91f31375af53453d052fdff50f6187'],"acd35bb6b3cb4979a3f3fb68a86b3b05","159",57,10,67
"NHÀ ĐẦU TƯ","RIÊNG",1.0,"""Nhà đầu tư tự doanh sẽ được chăm sóc bởi đội ngũ riêng của MBS Online qua đa kênh như room Zalo, Group Facebook, Fanpage Facebook, Email, điện thoại""",['fb91f31375af53453d052fdff50f6187'],"9e1e7f67ba044c7fbf64723af1ade58e","160",57,1,58
"NHÀ ĐẦU TƯ","QUYẾT ĐỊNH MUA/BÁN",1.0,"Quyết định Mua/Bán cuối cùng tùy thuộc vào khẩu vị rủi ro của nhà đầu tư",['f2b9a3e3b16a5ef347d9b801f0c92955'],"57e16ff087a84b8ebd70de1e7e534225","161",57,1,58
"NHÀ ĐẦU TƯ","DỊCH VỤ QUẢN LÝ TÀI KHOẢN",1.0,"Nhà đầu tư đăng nhập vào tài khoản và thực hiện theo hướng dẫn để sử dụng dịch vụ quản lý tài khoản",['f2b9a3e3b16a5ef347d9b801f0c92955'],"bbf4007dc9c0486b8ea76d616045467a","162",57,2,59
"NHÀ ĐẦU TƯ","TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN",1.0,"Nhà đầu tư cần tài khoản giao dịch chứng khoán để thực hiện giao dịch",['a9baed6c1234760eb79ab79ad2e3c4b8'],"9535f4d754044e128cd3951a9d2e3702","163",57,6,63
"NHÀ ĐẦU TƯ","GIAO DỊCH MUA BÁN",2.0,"""NHÀ ĐẦU TƯ and GIAO DỊCH MUA BÁN are entities involved in trading activities related to buying and selling securities. They participate in transactions within the financial market, specifically in the realm of investment. Both entities are actively engaged in the exchange of assets, likely with the goal of generating profits or achieving specific financial objectives. Their involvement in trading suggests a focus on capitalizing on market opportunities and potentially managing risks associated with investment activities.""",['22d82491004a265aac66747d702a75e4' 'cb848450d765573a20628fb40c1c5422'],"e1ed13e29ee946d4aaafac50aaa3b68f","164",57,3,60
"NHÀ ĐẦU TƯ","CÔNG CỤ NỢ",1.0,"Nhà đầu tư tham gia vào giao dịch công cụ nợ",['0bd73ffe9a13d46d48e9c6980b189c06'],"eb961d47a30c4870a1134b4a4672a8b2","165",57,7,64
"NHÀ ĐẦU TƯ","LỆNH YÊU CẦU CHÀO GIÁ",1.0,"Lệnh yêu cầu chào giá được sử dụng khi nhà đầu tư chưa xác định được đối tác trong giao dịch",['dac97e22f33a54daa033288fefb7670a'],"5b019e8652264136b95306bac70a2e25","166",57,1,58
"NHÀ ĐẦU TƯ","SỬA/HỦY LỆNH GIAO DỊCH THỎA THUẬN",1.0,"""Nhà đầu tư có thể yêu cầu sửa, hủy lệnh thỏa thuận chưa thực hiện""",['199aaf11765d80d02409aaab8b691903'],"325fc9e2b37043b7af9f6ad338b09469","167",57,1,58
"NHÀ ĐẦU TƯ","TRÁI PHIẾU",3.0,"NHÀ ĐẦU TƯ specializes in professional stock market investments and ensures to meet the criteria before purchasing TRÁI PHIẾU. They actively participate in trading activities related to TRÁI PHIẾU.","['5745f5e4d87d8a641c08ff3c39924914' '77440a6dc67b414b93e032c60ac86fca'
 '9843dda47d8fa4ee99109e43c28ae2c3']","6bb11aa08b414232b5b45f10f5766f62","168",57,11,68
"NHÀ ĐẦU TƯ","TRÁI PHIẾU RIÊNG LẺ",2.0,"NHÀ ĐẦU TƯ specializes in purchasing TRÁI PHIẾU RIÊNG LẺ. They are professional investors who require a securities trading account before registering to trade TRÁI PHIẾU RIÊNG LẺ at MBS. This indicates a focus on individual bond investments and the importance of having the necessary trading account in place.",['29750a46f9f48a342b820405acb02ca8' 'ab9239e37545bab393167cac4336ef7b'],"179737fd23c943babdfae01ac5c6bfc3","169",57,9,66
"NHÀ ĐẦU TƯ","TPRL",1.0,"Nhà đầu tư có thể đăng ký giao dịch TPRL theo quy định từng thời kỳ của MBS",['77440a6dc67b414b93e032c60ac86fca'],"65a31e4da283411fb7c971f63d606723","170",57,1,58
"NHÀ ĐẦU TƯ","HỒ SƠ",1.0,"""Nhà đầu tư cần cung cấp các hồ sơ như giấy đăng ký giao dịch trái phiếu, giấy tờ pháp lý""",['77440a6dc67b414b93e032c60ac86fca'],"de31810d43174a52aa2f31b72f4542f5","171",57,4,61
"NHÀ ĐẦU TƯ","DOANH NGHIỆP",1.0,"""Doanh nghiệp phát hành sử dụng các dịch vụ kiểm toán, xếp hạng tín nhiệm, định giá tài sản để đánh giá tình hình hoạt động của doanh nghiệp cho nhà đầu tư""",['da0fc02ebeaa7d8a244815162b4bce1a'],"a6ae1d99330443fcacb06ace15a0d937","172",57,3,60
"NHÀ ĐẦU TƯ","COPI24",1.0,"Nhà đầu tư đồng hành đầu tư cùng Copi24",['3df7788c67d82eb373cc637094d93edd'],"5174cdabb6024de0975762d3a80b059f","173",57,3,60
"NHÀ ĐẦU TƯ","THỊ TRƯỜNG CHỨNG KHOÁN",1.0,"Nhà đầu tư tham gia vào thị trường chứng khoán",['b8530184c3071c97429601a06820847b'],"e379fba901174b529250169e62d98c09","174",57,1,58
"NHÀ ĐẦU TƯ","CHUYÊN GIA",1.0,"Nhà đầu tư muốn đồng hành cùng các chuyên gia có nhiều kinh nghiệm trên thị trường chứng khoán",['b8530184c3071c97429601a06820847b'],"81ee8bb20bbb4d37bc0db642f1c75b8e","175",57,6,63
"NHÀ ĐẦU TƯ","TOP LEADER",1.0,"Nhà đầu tư được gợi ý danh sách các nhà đầu tư tài năng top đầu tại MBS",['b8530184c3071c97429601a06820847b'],"93b4aa6ce6e44123a861d4c3b3d509a2","176",57,1,58
"NHÀ ĐẦU TƯ","KHỐI NGHIÊN CỨU",1.0,"""Nhà đầu tư được tiếp cận với các chuyên gia đầu tư của khối nghiên cứu, Broker MBS""",['b8530184c3071c97429601a06820847b'],"ee8414e314f547eeb369849cdb51bac2","177",57,11,68
"SỞ GIAO DỊCH CHỨNG KHOÁN","CÔNG TY CHỨNG KHOÁN",1.0,"Sở Giao dịch chứng khoán quy định việc bán chứng khoán cho công ty chứng khoán",['8574f3834cc035915cdfb9d2eedd0dc1'],"9f77aa8888bd4f94abba8a77c4b0565c","178",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","HỢP ĐỒNG TƯƠNG LAI",1.0,"Hợp đồng tương lai liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"dcf33412678340319e7ec8f7be267ef9","179",12,8,20
"SỞ GIAO DỊCH CHỨNG KHOÁN","CHỨNG QUYỀN CÓ BẢO ĐẢM",1.0,"Chứng quyền có bảo đảm liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"4aa1e0fa00c048939a5d006bfd305fb4","180",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","HỢP ĐỒNG QUYỀN CHỌN",1.0,"Hợp đồng quyền chọn liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"03053ab4a9054384a5f5e88d28841621","181",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","TỔ CHỨC PHÁT HÀNH",1.0,"Tổ chức phát hành liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"9fd0f20997d541bca46c4ec9843a5d0f","182",12,5,17
"SỞ GIAO DỊCH CHỨNG KHOÁN","TỔ CHỨC TÀI CHÍNH",1.0,"Tổ chức tài chính liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"27168beee1ff456696c330c9c3b3259f","183",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","THỊ TRƯỜNG GIAO DỊCH",1.0,"Thị trường giao dịch liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"e1c20e06aeac436788a9c6e918bcb844","184",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","THỊ TRƯỜNG PHÁI SINH & MỞ TÀI KHOẢN MỚI GIAO DỊCH TƯƠNG LAI",1.0,"Thị trường phái sinh & mở tài khoản mới giao dịch tương lai liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"344417f626ef4da4be4539ef4037bf3f","185",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","THỊ TRƯỜNG CƠ SỞ & DÙNG TÀI KHOẢN CHỨNG KHOÁN HIỆN TẠI ĐỂ GIAO DỊCH",1.0,"Thị trường cơ sở & dùng tài khoản chứng khoán hiện tại để giao dịch liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"8b1fff87c350475fb1d411a26c3c5b0c","186",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","THỊ TRƯỜNG CHỨNG KHOÁN PHÁI SINH",1.0,"Thị trường chứng khoán phái sinh liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"898a9458adfb4c13a1eafacf6a1068f6","187",12,1,13
"SỞ GIAO DỊCH CHỨNG KHOÁN","SỞ GDCK",1.0,"Sở GDCK liên quan đến sở Giao dịch Chứng khoán",['38dd0921ac731174a59ec6e94eeab28b'],"5448f05781de44ea96e3dea40b285842","188",12,1,13
"KHÁCH HÀNG","CỔ PHIẾU",1.0,"Khách hàng thực hiện bán chứng khoán lô lẻ trên hệ thống MBS",['8574f3834cc035915cdfb9d2eedd0dc1'],"76b1e69904b84d09ba05c4b7efc48f32","189",118,9,127
"KHÁCH HÀNG","HỆ THỐNG GIAO DỊCH TRỰC TUYẾN",1.0,"Khách hàng sử dụng dịch vụ giao dịch chứng khoán trực tuyến của MBS",['1d3c82fc7b0630a6c46863b979a2af4c'],"3f5590a604894d268603b4b27c3348b5","190",118,4,122
"KHÁCH HÀNG","HỆ THỐNG MẠNG",1.0,"Khách hàng bị ảnh hưởng bởi sự cố hoặc nguy cơ ngưng trệ hoạt động của hệ thống mạng",['d03a5be917279f47816e4c9711cc5798'],"68f998c9c8c34bb7a994de5a998bb9a0","191",118,1,119
"KHÁCH HÀNG","LỆNH GIAO DỊCH",1.0,"""Lệnh giao dịch có thể bị treo, ngừng, trì hoãn hoặc có lỗi dữ liệu, ảnh hưởng đến giao dịch của Khách hàng""",['d03a5be917279f47816e4c9711cc5798'],"aafc13d02ade40adae13d3bee241817a","192",118,2,120
"KHÁCH HÀNG","RỦI RO",2.0,"Customers (KHÁCH HÀNG) may encounter risks in online trading transactions. They must face risks when using the services of MBS.",['2ca4dd87df7a7297bd3a223b08f539bd' '7f0880f07529079291b15cc45b96a2de'],"81a4818e5cf84ea085abf09de385c86e","193",118,6,124
"KHÁCH HÀNG","BIỂU PHÍ",1.0,"Khách hàng sử dụng dịch vụ giao dịch cổ phiếu/chứng chỉ quỹ/chứng quyền theo biểu phí được quy định",['bfdf3977c46f0ead15f3f8c1c9c39f40'],"b69851bf63e34ced83827b0021628543","194",118,1,119
"KHÁCH HÀNG","CHUYÊN VIÊN MÔI GIỚI",1.0,"Chuyên viên môi giới quản lý tài khoản và chăm sóc khách hàng 1:1",['8a315092dad843d4bcaf2d09091fb3be'],"b83a4e11bfa64559954327714b73293f","195",118,2,120
"KHÁCH HÀNG","CHUYỂN KHOẢN CHỨNG KHOÁN",1.0,"Chuyển khoản chứng khoán áp dụng trong trường hợp Khách hàng không đóng tài khoản",['b7d7a176a30e0cad4e21d20d4ed670ba'],"de23b974cc90497eb4363e26d931a57c","196",118,3,121
"KHÁCH HÀNG","SAO KÊ",1.0,"Sao kê được gửi bằng thư đảm bảo cho khách hàng khi có yêu cầu",['635eabb30b2c974b48872e2656108042'],"a9de65176e234a9f9073b8df9d675e90","197",118,2,120
"KHÁCH HÀNG","BỘ ĐIỀU KHOẢN VÀ ĐIỀU KIỆN",1.0,"Khách hàng phải tuân thủ và chịu sự ràng buộc của các điều khoản và điều kiện áp dụng",['d39928803a30957c678ba7bfc7335744'],"09a1bd11eb9347a9b466edad1a562cc5","198",118,4,122
"KHÁCH HÀNG","CÁC ĐIỀU KHOẢN VÀ ĐIỀU KIỆN",1.0,"Khách hàng đồng ý tuân thủ và chịu sự ràng buộc của Các Điều khoản và Điều kiện của MBS",['9be6b5fd2c5d01ecc07636596864b95e'],"11d74eab1dcb4fcba7c45def5f0ee22d","199",118,2,120
"KHÁCH HÀNG","GIAO DỊCH CHỨNG KHOÁN PHÁI SINH",1.0,"Khách hàng mở tài khoản phái sinh tại MBS để tham gia giao dịch chứng khoán phái sinh",['858692a6991a43581eb17b695978b12c'],"4f6a6fd018a948f4bd0e630266b8bf61","200",118,2,120
"KHÁCH HÀNG","ĐIỀU KHOẢN VÀ ĐIỀU KIỆN",1.0,"Khách hàng đồng ý tuân thủ và chịu sự ràng buộc của điều khoản và điều kiện về giao dịch chứng khoán phái sinh của MBS",['858692a6991a43581eb17b695978b12c'],"17dbfbecfaf0436bb11ed8f867c0caa1","201",118,1,119
"KHÁCH HÀNG","CONTACT24",3.0,"""KHÁCH HÀNG can utilize CONTACT24 to access account information, change passwords, contact representatives to place orders, and request support. They can also inquire about and conduct stock transactions over the phone through the CONTACT24 service. Additionally, customers can execute derivative stock transactions through CONTACT24.""","['6b7d7bef02fe471453e86ff1551c6a7a' 'e799020bd4ed9106a95fb5715fef0d57'
 'fef9c649ce6a269e3527f9c73e29aceb']","2b1ec99684574c2ab26bb050d5b57a4d","202",118,4,122
"KHÁCH HÀNG","MBS MOBILE",2.0,"KHÁCH HÀNG can open an account with MBS to utilize the MBS MOBILE app for account management and online stock trading.",['10955923af33dd58454b796b2da93d07' '2a4dfba4750588906f2098f45d6ef795'],"1ccce5d1892a4b6995bbaec22882d34d","203",118,3,121
"KHÁCH HÀNG","ỨNG DỤNG",2.0,"""Customers use the mobile application provided by KHÁCH HÀNG to trade anytime, anywhere, and also to access financial services.""",['016f43c5ba92b8259d4a288f96a46817' '26aeb6f00d5522b71f5210e7e66a2cb7'],"51cd93f89fbe4bcf883cdb2ca6774cd6","204",118,1,119
"KHÁCH HÀNG","THÔNG TIN THỊ TRƯỜNG",1.0,"""Khách hàng có thể tra cứu thông tin thị trường, cổ phiếu quan tâm trên ứng dụng""",['26aeb6f00d5522b71f5210e7e66a2cb7'],"5f353b18fadb438f95ba0ea8feae137c","205",118,1,119
"KHÁCH HÀNG","GIAO DỊCH",1.0,"Khách hàng có thể thực hiện mọi giao dịch trên ứng dụng một cách thuận lợi và nhanh chóng",['26aeb6f00d5522b71f5210e7e66a2cb7'],"947d70dd14b34cf398a1ab6dbdc51161","206",118,15,133
"KHÁCH HÀNG","TÀI KHOẢN",11.0,"""The entities KHÁCH HÀNG and TÀI KHOẢN are closely related in the context of stock market investments. Customers can transfer money online to different bank accounts through the application, including within MBS and MB banks. They can also use the platform to buy and sell securities, as well as manage their financial transactions. Customers register personal information successfully to open trading accounts. The accounts are authorized for customer use, allowing them to store and manage funds effectively.""","['13526d7718fb859960383037dbbaf4e4' '21e832b2ab519ad1e3a8ac46ab4842fe'
 '26aeb6f00d5522b71f5210e7e66a2cb7' '43fe3eabe57a1961a64491c86cb08d67'
 '839b9207b75bf3ace550391324a33388' '9a19753353f40064a6811288ab2c7556'
 'ff5db536458a8abf6a70a74408c4dfec']","90f5597a558a4652bded9001a4ec2e56","207",118,15,133
"KHÁCH HÀNG","OPEN24",2.0,"KHÁCH HÀNG can open a trading account at OPEN24 to conduct online stock market transactions. Customers who have not yet opened an account at MBS can still open one at OPEN24. This platform allows customers to access and manage their investments conveniently through the OPEN24 website.",['2a4dfba4750588906f2098f45d6ef795' 'e799020bd4ed9106a95fb5715fef0d57'],"9532cf83e9324ea0a46e5ac89bac407d","208",118,5,123
"KHÁCH HÀNG","HỒ SƠ",1.0,"Khách hàng cần in hồ sơ và mang tới các Điểm giao dịch trực tuyến hoặc Chi nhánh/Phòng giao dịch của MBS để kích hoạt tài khoản",['e799020bd4ed9106a95fb5715fef0d57'],"8919fa72a9e74d1daff801e8f4c15b2b","209",118,4,122
"KHÁCH HÀNG","STOCK24",1.0,"""Khách hàng có thể giao dịch chứng khoán, giao dịch tiền, quản lý tài khoản trực tuyến qua dịch vụ Stock24""",['e799020bd4ed9106a95fb5715fef0d57'],"bef38889bb86413895d7dd25b4c3137c","210",118,1,119
"KHÁCH HÀNG","MẬT KHẨU CONTACT24",1.0,"Khách hàng có thể lấy lại mật khẩu Contact24 tự động và nhận qua tin nhắn SMS",['21e832b2ab519ad1e3a8ac46ab4842fe'],"f770bc07cecf4aba8fe2d2c33fdc5542","211",118,1,119
"KHÁCH HÀNG","YÊU CẦU HỖ TRỢ",1.0,"""Khách hàng có thể yêu cầu hỗ trợ lấy lại mật khẩu Contact24 tự động, hỗ trợ S24, hỗ trợ thông tin khác""",['21e832b2ab519ad1e3a8ac46ab4842fe'],"13cd49512d5642989c2c72bb5e674807","212",118,1,119
"KHÁCH HÀNG","KÊNH NHẬN THÔNG TIN",1.0,"Khách hàng có thể nhận thông tin tra cứu tự động bằng hình thức nghe lời thoại hoặc nhận qua tin nhắn SMS",['21e832b2ab519ad1e3a8ac46ab4842fe'],"e5c5c87a281b43868c344ff60f44c100","213",118,1,119
"KHÁCH HÀNG","TRUNG T",1.0,"Khách hàng vui lòng liên hệ Trung T để biết thêm chi tiết",['21e832b2ab519ad1e3a8ac46ab4842fe'],"a562ffbe986247b7943990e7151f4d69","214",118,1,119
"KHÁCH HÀNG","MBS ONLINE",2.0,"""KHÁCH HÀNG, also known as MBS ONLINE, can register for customer support through the MBS online channel and receive advisory portfolios tailored to their needs. Customers utilize the MBS Online service to access the services provided.""",['8247eaabe8d0db4fc1c5828f95e413ff' 'cde81b63c0352bb90b98015501a3b422'],"7ea0bc1467e84184842de2d5e5bdd78e","215",118,10,128
"KHÁCH HÀNG","KÊNH MBS ONLINE",1.0,"Khách hàng nhận danh mục tư vấn thông qua kênh MBS online",['e11ca4f8828577aaf7126b6cb523dc0c'],"056f23eb710f471393ae5dc417d83fd9","216",118,1,119
"KHÁCH HÀNG","BẢN TIN TƯ VẤN",1.0,"Bản tin tư vấn cập nhật liên tục trong phiên sẽ hỗ trợ khách hàng trong việc nhận định xu thế thị trường và tìm kiếm cổ phiếu đột biến hàng ngày",['e11ca4f8828577aaf7126b6cb523dc0c'],"e1ae27016d63447a8dfa021370cba0fa","217",118,4,122
"KHÁCH HÀNG","GÓP Ý",1.0,"Khách hàng có thể gửi góp ý và liên hệ trực tiếp trên nền tảng giao dịch Plus24",['2a4dfba4750588906f2098f45d6ef795'],"f8c10f61a8f344cea7bdafa2d8af14b8","218",118,1,119
"KHÁCH HÀNG","ĐĂNG KÝ TRỰC TUYẾN",1.0,"Khách hàng có nhu cầu sử dụng dịch vụ chăm sóc kinh doanh số MBS Online có thể đăng ký trực tuyến",['2a4dfba4750588906f2098f45d6ef795'],"aa7d003f25624e19bc88d3951d4dc943","219",118,1,119
"KHÁCH HÀNG","S24",1.0,"Khách hàng đăng nhập vào S24 để sử dụng dịch vụ chăm sóc kinh doanh số MBS Online",['2a4dfba4750588906f2098f45d6ef795'],"1c97184ce5ea4049be417a3fd125357b","220",118,9,127
"KHÁCH HÀNG","DỊCH VỤ",1.0,"Khách hàng lựa chọn dịch vụ để truy cập nền tảng giao dịch và hỗ trợ giao dịch",['7a9d013be64113ac0b686f7835ad3646'],"13a044c404394c34af1e9b07c48aa985","221",118,5,123
"KHÁCH HÀNG","MÔI GIỚI",1.0,"Môi giới chăm sóc khách hàng trong quá trình giao dịch",['7a9d013be64113ac0b686f7835ad3646'],"69ef1ac7b1f44372979149e82ecbc860","222",118,1,119
"KHÁCH HÀNG","DỊCH VỤ HỖ TRỢ TÀI CHÍNH",2.0,"The entity KHÁCH HÀNG has a demand for stock market investments and utilizes the financial support services provided by MBS.",['cc4a8818601cdc620d55eef2b6ed49f7' 'd2e04ee9d1cdefef4e95bc5b34b0dbfb'],"6e26ce67bacc4fa089296843463f69ad","223",118,2,120
"KHÁCH HÀNG","DỊCH VỤ ỨNG TRƯỚC TIỀN BÁN",1.0,"Khách hàng được nhận tiền bán ngay khi sử dụng dịch vụ ứng trước tiền bán",['97543c44edcfe91806ae4966fb27036a'],"ae0d3104647f4e6ab3ec2cf8e60be5ca","224",118,2,120
"KHÁCH HÀNG","SỨC MUA ỨNG TRƯỚC",2.0,"KHÁCH HÀNG utilizes the pre-purchase service SỨC MUA ỨNG TRƯỚC provided by MBS. SỨC MUA ỨNG TRƯỚC is a service that offers pre-purchase power for customers to use immediately based on the pending sales proceeds.",['8b34a2b22abe94c075872bb4ab06d253' 'c7090e265fb62a1c444aee9773b4bea3'],"49e24b5f2c1d40d7857afe327db4f554","225",118,2,120
"KHÁCH HÀNG","GIAO DỊCH KÝ QUỸ",1.0,"Khách hàng sử dụng công cụ giao dịch ký quỹ trong hoạt động đầu tư",['8b34a2b22abe94c075872bb4ab06d253'],"587f39a32e93412395d9c22ad0ac2f94","226",118,2,120
"KHÁCH HÀNG","DỊCH KÝ QUỸ",1.0,"Khách hàng sử dụng công cụ giao dịch ký quỹ để đầu tư",['72ef77d14fd5f7379a4d83d84a21217c'],"8d9ded5fc9cf4c4faba8c6c8cd50e2f4","227",118,3,121
"KHÁCH HÀNG","MỞ TÀI KHOẢN",1.0,"Khách hàng sử dụng dịch vụ mở tài khoản và giao dịch chứng khoán",['5a24be5be62e4c2b6089680d85a28bb2'],"595a841aa6034c93bd3dc55681e17710","228",118,2,120
"KHÁCH HÀNG","EKYC",1.0,"Khách hàng hoàn tất mọi giao dịch chỉ bằng những thao tác đơn giản trên điện thoại với giải pháp eKYC",['25fe70f4e78e841093d4e470427c5217'],"d0e58b78e8e84a0c8796e707b1f95f65","229",118,3,121
"KHÁCH HÀNG","MBS MOBILE APP",1.0,"Khách hàng tải MBS Mobile App về máy điện thoại",['13526d7718fb859960383037dbbaf4e4'],"215fcc6a3b5e452da123aa7f9ef0cbc9","230",118,2,120
"KHÁCH HÀNG","TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN",2.0,"""The entity KHÁCH HÀNG has opened a stock trading account, specifically at MBS. This account allows the customer to engage in stock market investments.""",['92e60b810f5507e207306d25d04c0814' 'ff5db536458a8abf6a70a74408c4dfec'],"0d0fc5d4ecb548079b28979186f19bf6","231",118,6,124
"KHÁCH HÀNG","SMS",2.0,"The entity KHÁCH HÀNG receives SMS notifications informing them about account information. These SMS messages are sent to customers to notify them about the fees for opening a high-yield account.",['839b9207b75bf3ace550391324a33388' '9a19753353f40064a6811288ab2c7556'],"e7d3fe0f87ff47f5a4c8d9572d27245a","232",118,2,120
"KHÁCH HÀNG","EMAIL",2.0,"The entity KHÁCH HÀNG received an email informing them about the new account fee information. The email also provided account details.",['839b9207b75bf3ace550391324a33388' '9a19753353f40064a6811288ab2c7556'],"6f7165b558ae427ca14b2b16d1e8e204","233",118,3,121
"KHÁCH HÀNG","TỔNG ĐÀI CONTACT24",1.0,"Tổng đài Contact24 là dịch vụ hỗ trợ khách hàng qua điện thoại",['839b9207b75bf3ace550391324a33388'],"2ec093d2a76d45f88ec508e45ba8c6a3","234",118,4,122
"KHÁCH HÀNG","NGÂN HÀNG MB",1.0,"""Nếu quý khách hàng đã có tài khoản ngân hàng MB, hãy tải ứng dụng MB Bank, đăng nhập tài khoản""",['f702c7b6765a8888a8ea861f2a4c014d'],"16d5a528d6374612b87a5656e8d95193","235",118,3,121
"KHÁCH HÀNG","DỮ LIỆU CÁ NHÂN",15.0,"""The data provided pertains to the entities KHÁCH HÀNG and DỮ LIỆU CÁ NHÂN. The personal data of customers stored by MBS is securely protected and handled according to legal requirements. Customers provide personal data to MBS, which is then processed and managed by the company. Customers have rights and responsibilities related to their personal data, including granting permission for its use for other purposes. Customers are also required to take responsibility for the security of their personal information when using MBS services online. Additionally, customers have the option to consent to sharing their personal data with other relevant organizations or individuals for data protection purposes.""","['040eeb0720e09da6eb2c8c738363f73b' '1b7754026ba47eeb65fc0fbd78b1c0f7'
 '1cd97c98e1c0d5f114e9004dbdea93ea' '202265b0fffd28a9b77f9e17d1fcc200'
 '4de94a9646e4fa0e3488ab9431283633' '508ac5faa042c00b4881fdb044ec22a1'
 '50a6b12300875b1d5702ab57bcc76adb' '556b05eca1c1694a4f7ac7a9aeef4d13'
 '8524d4a8759107a21626d3501c4724e2' '8fbade2505b0850c4038ba4b0b013b29'
 '99db7b89b640a0c2570b3bb8e21f43f7' 'a94ef355681ae5aeaab52a0ccc3bdf77'
 'aec0495f6dbc3f5896ec07ec7ebe251e' 'e0908e3a059996366c190493e47922b1']","40293e74dbc643e8ab6546dff759ac7c","236",118,17,135
"KHÁCH HÀNG","BVDLCN",1.0,"BVDLCN áp dụng khi khách hàng tương tác với MBS",['99db7b89b640a0c2570b3bb8e21f43f7'],"1834b753dc7f4a8b98c2317a551b56ee","237",118,3,121
"KHÁCH HÀNG","QUY ĐỊNH BVDLCN",6.0,"""KHÁCH HÀNG are customers who agree to the regulations of QUY ĐỊNH BVDLCN when using products or services provided by MBS. They are required to regularly check for any updates or changes in the regulations. Customers are considered to have accepted the entire set of regulations when utilizing the products, services, or digital platforms of MBS. The regulations apply to customers until the completion of the specified data processing purposes. These regulations govern the relationship between customers and MBS.""","['20e0df85ac24e24c4e87ae59c728636a' '2d8598614a3b2a6df74b101ab9d9f3db'
 '40935643bba261a08331db8f80b4daff' '71d4b3f37fec86c606f4be10b449c8f8'
 '85866d97200f421b7d8eaa3b9663908c' 'e9d3f68998cff4ee8aed538a49af5a55']","d9b127eab2f64e338d7adcd186786a45","238",118,3,121
"KHÁCH HÀNG","QUY ĐỊNH",1.0,"""Khách hàng đồng ý áp dụng, phối hợp và cam kết tuân thủ Quy định BVDLCN""",['10c4087ea9328fcec618be8c8c72a545'],"a18f7c9f58ca49d6acf18e1ca69d3033","239",118,3,121
"KHÁCH HÀNG","NGÂN HÀNG",1.0,"Khách hàng của tổ chức tín dụng có thông tin được lưu trữ bởi ngân hàng",['e8d077c7aea2ce872593c6e0d8ad3df4'],"f3c3dd44cf50495c81e362174991242e","240",118,2,120
