"level","title","type","description","source_id","community","degree","human_readable_id","id","size","graph_embedding","entity_type","top_level_node_id","x","y"
1,"BỘ ĐIỀU KHOẢN VÀ ĐIỀU KIỆN","QUY ĐỊNH","BỘ ĐIỀU KHOẢN VÀ ĐIỀU KIỆN is a document that specifies the regulations and conditions applicable to stock trading accounts. It outlines the rules and terms for opening a securities trading account.","""430653c21d95ba37d4eae0e76ea56985,d39928803a30957c678ba7bfc7335744""","",4,84,"d2b629c0396f4180a03e16ddf3818589",4,"","","d2b629c0396f4180a03e16ddf3818589",0,0
1,"TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN","TÀI KHOẢN","""TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN là tài khoản dùng để giao dịch chứng khoán và là công cụ cần thiết cho việc tham gia giao dịch chứng khoán. Được cung cấp bởi MBS, tài khoản này bao gồm số tài khoản và mật khẩu giao dịch chứng khoán tại MBS. Nó được sử dụng để thực hiện giao dịch mua bán cổ phiếu trên thị trường chứng khoán.""","""29750a46f9f48a342b820405acb02ca8,430653c21d95ba37d4eae0e76ea56985,60ebabe690f6d6bd2408ac12e84701ab,92e60b810f5507e207306d25d04c0814,a9baed6c1234760eb79ab79ad2e3c4b8,c9391913bcbf6c8ce05f702658ff0f0f,ff5db536458a8abf6a70a74408c4dfec""","",6,85,"6102fc6619ed422ebc42588bfa97355d",6,"","","6102fc6619ed422ebc42588bfa97355d",0,0
1,"SỐ ĐIỆN THOẠI","","Số ĐIỆN THOẠI is a personal mobile phone number.","""27dcc94d9b7fde810dec04243d5f4424,430653c21d95ba37d4eae0e76ea56985""","",2,86,"8d141c0b80f74b79a05eed7fe161fe49",2,"","","8d141c0b80f74b79a05eed7fe161fe49",0,0
1,"THÔNG TIN TÀI CHÍNH","","","430653c21d95ba37d4eae0e76ea56985","71",3,87,"e22d1d1cd8d14f12b81828d940f40d70",3,"","","e22d1d1cd8d14f12b81828d940f40d70",0,0
1,"THÔNG TIN GIAO DỊCH","","","430653c21d95ba37d4eae0e76ea56985","",2,88,"9ab48505fb1b487babd0d1f6d3a3f980",2,"","","9ab48505fb1b487babd0d1f6d3a3f980",0,0
1,"P LỆNH PHÁI SINH","LOẠI HÌNH ĐẦU TƯ","P lệnh phái sinh là một loại hình đầu tư trong lĩnh vực chứng khoán","d39928803a30957c678ba7bfc7335744","",0,89,"148fffeb994541b2b4b6dcefda7001a8",0,"","","148fffeb994541b2b4b6dcefda7001a8",0,0
1,"TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN (TKGDCK)","TÀI KHOẢN","Tài khoản giao dịch chứng khoán là tài khoản được sử dụng để thực hiện các giao dịch chứng khoán","d39928803a30957c678ba7bfc7335744","",1,90,"89c08e793298442686292454a1abff31",1,"","","89c08e793298442686292454a1abff31",0,0
1,"CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB (MBS)","TỔ CHỨC","Công ty Cổ phần Chứng khoán MB là một tổ chức hoạt động trong lĩnh vực chứng khoán","d39928803a30957c678ba7bfc7335744","",1,91,"0467928aa65e4a4fba62bdb1467e3a54",1,"","","0467928aa65e4a4fba62bdb1467e3a54",0,0
1,"CÁC ĐIỀU KHOẢN VÀ ĐIỀU KIỆN","VĂN BẢN","""Các Điều khoản và Điều kiện áp dụng cho tất cả các Chủ tài khoản và các sửa đổi, bổ sung của Các Điều khoản và Điều kiện này được MBS thực hiện trong từng thời kỳ""","9be6b5fd2c5d01ecc07636596864b95e","51",2,92,"43c3390303c6476cb65f584e37c3e81c",2,"","","43c3390303c6476cb65f584e37c3e81c",0,0
1,"PHIẾU YÊU CẦU","VĂN BẢN","Phiếu yêu cầu kiêm hợp đồng mở tài khoản và đăng ký sử dụng dịch vụ giao dịch chứng khoán","4a056777579e17ab8df83067d9738864","53",1,93,"fa14b16c17e3417dba5a4b473ea5b18d",1,"","","fa14b16c17e3417dba5a4b473ea5b18d",0,0
1,"GIAO DỊCH CHỨNG KHOÁN PHÁI SINH","HOẠT ĐỘNG GIAO DỊCH","""Giao dịch chứng khoán phái sinh là hoạt động giao dịch các sản phẩm tài chính phái sinh như tùy chọn, hợp đồng tương lai""","858692a6991a43581eb17b695978b12c","",2,94,"7cc3356d38de4328a51a5cbcb187dac3",2,"","","7cc3356d38de4328a51a5cbcb187dac3",0,0
1,"CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB","TỔ CHỨC","CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB (MBS) is a financial organization that provides derivative securities trading services and operates in the securities sector. The company is regulated to ensure data security for individuals.","""84d2fded9e5586dd584e403e106085ca,858692a6991a43581eb17b695978b12c,fb27603a4f1a2d91a8945c606f9ec33a""","",4,95,"bef16fb5fd7344cca5e295b13ef3e0cd",4,"","","bef16fb5fd7344cca5e295b13ef3e0cd",0,0
1,"ĐIỀU KHOẢN VÀ ĐIỀU KIỆN","QUY ĐỊNH","Điều khoản và điều kiện về giao dịch chứng khoán phái sinh là các quy định áp dụng cho khách hàng mở tài khoản phái sinh tại MBS","858692a6991a43581eb17b695978b12c","51",1,96,"bb9e01bc171d4326a29afda59ece8d17",1,"","","bb9e01bc171d4326a29afda59ece8d17",0,0
1,"ĐIỀU KHOẢN VÀ ĐIỀU KIỆN VỀ GIAO DỊCH CHỨNG KHOÁN PHÁI SINH","HỢP ĐỒNG","Điều khoản và điều kiện về giao dịch chứng khoán phái sinh áp dụng cho tất cả các Chủ tài khoản","5ffa0e4028e6f5fb5d36d31c7b6baac1","",2,97,"3c063eea52e94164b70c99431ea30bae",2,"","","3c063eea52e94164b70c99431ea30bae",0,0
1,"CHỦ TÀI KHOẢN","NGƯỜI","Chủ tài khoản là người được áp dụng Điều khoản và điều kiện về giao dịch chứng khoán phái sinh của MBS","5ffa0e4028e6f5fb5d36d31c7b6baac1","",1,98,"252cc8452bfc4c2aa58cab68d8b61879",1,"","","252cc8452bfc4c2aa58cab68d8b61879",0,0
1,"HỢP ĐỒNG GIAO DỊCH CHỨNG KHOÁN PHÁI SINH","HỢP ĐỒNG","Hợp đồng giao dịch chứng khoán phái sinh là hợp đồng giữa Khách hàng và MBS","5ffa0e4028e6f5fb5d36d31c7b6baac1","50",1,99,"7e2c84548fb94ee395ba8588d8f2a006",1,"","","7e2c84548fb94ee395ba8588d8f2a006",0,0
1,"TÀI KHOẢN PHÁI SINH","DỊCH VỤ","TÀI KHOẢN PHÁI SINH is a type of account used to trade derivative products and is a contract between customers and MBS. It is specifically designed for trading derivative products in the market.","""811e2aea35222d79c8ab2b4e1682750c,e9282c280e5ee6794e75e1642753c546""","36",3,100,"f034618dde7948beb6dab30176d0fc87",3,"","","f034618dde7948beb6dab30176d0fc87",0,0
1,"HỢP ĐỒNG TƯƠNG LAI","CHỨNG KHOÁN PHÁI SINH","""Hợp Đồng Tương Lai is a type of derivative securities standardized and regulated at trading floors, allowing for the buying and selling of commodities at a predetermined date in the future. It is a commitment between parties to execute a transaction at a future point in time under agreed conditions. This financial product is calculated based on the price difference between the buying/selling price of the futures contract and the closing price of the futures contract or the difference between the closing/opening price.""","""38dd0921ac731174a59ec6e94eeab28b,dd0e8c3a53affd5981f84d21983eb5ee,e87ce9ead619379b75f606b5ed62c8d4,e9282c280e5ee6794e75e1642753c546,e996589ad5cee0c543ed988a77081773""","38",8,101,"5c41f96be13e49dba649454297834546",8,"","","5c41f96be13e49dba649454297834546",0,0
1,"HỢP ĐỒNG TƯƠNG LAI CHỈ SỐ VN30","CHỨNG KHOÁN PHÁI SINH","""Hợp đồng tương lai trên chỉ số VN30 là loại hợp đồng tương lai có tài sản cơ sở là chỉ số VN30, mô phỏng kỳ vọng giá của chỉ số VN30 tại thời điểm đáo hạn. The entity HỢP ĐỒNG TƯƠNG LAI CHỈ SỐ VN30 is a type of futures contract with the underlying asset being the VN30 index, modeling the expected price of the VN30 index at the expiration date.""","""bd51762f5e0b283bfbb800d6d11a40ed,e9282c280e5ee6794e75e1642753c546""","38",2,102,"7ea4afbf8a264f29af29950ce98105ba",2,"","","7ea4afbf8a264f29af29950ce98105ba",0,0
1,"CHỨNG KHOÁN PHÁI SINH","","","e9282c280e5ee6794e75e1642753c546","38",2,103,"91ff849d12b24574b0691dbddf44968b",2,"","","91ff849d12b24574b0691dbddf44968b",0,0
1,"CHỈ SỐ VN30","CHỈ SỐ CHỨNG KHOÁN","Chỉ số VN30 được tính dựa trên rổ 30 cổ phiếu có vốn hóa thị trường và tính thanh khoản cao nhất trên sàn HOSE","bd51762f5e0b283bfbb800d6d11a40ed","38",2,104,"d73c1f2fb3094d8dace42ad2a76e9a52",2,"","","d73c1f2fb3094d8dace42ad2a76e9a52",0,0
1,"SÀN HOSE","SÀN GIAO DỊCH","Sàn HOSE là sàn giao dịch chứng khoán lớn nhất tại Việt Nam","bd51762f5e0b283bfbb800d6d11a40ed","38",1,105,"cdc8901e668749889bd49bebdc4ff1f6",1,"","","cdc8901e668749889bd49bebdc4ff1f6",0,0
1,"HOSE","SÀN GIAO DỊCH","Sàn giao dịch chứng khoán HOSE","e996589ad5cee0c543ed988a77081773","38",1,106,"36084a9fab53433493f079e97e68bf65",1,"","","36084a9fab53433493f079e97e68bf65",0,0
1,"TÀI KHOẢN CHỨNG KHOÁN","DỊCH VỤ TÀI CHÍNH","TÀI KHOẢN CHỨNG KHOÁN là tài khoản được sử dụng để giao dịch chứng khoán trên thị trường chứng khoán.","""811e2aea35222d79c8ab2b4e1682750c,d7bbdfbd03e739c6c52bd3c9096bbcd2,dfd98af875b627510a891c3d4e375775,fe776e2fb42accc6008bfd9f9c017855""","45",8,107,"eebcc7ec8e3e4df7aea83659bbdc2199",8,"","","eebcc7ec8e3e4df7aea83659bbdc2199",0,0
1,"TỔNG ĐÀI 19009088","DỊCH VỤ HỖ TRỢ","""TỔNG ĐÀI 19009088 là dịch vụ hỗ trợ khách hàng của MBS, là nơi khách hàng gọi để thực hiện giao dịch chứng khoán phái sinh qua điện thoại, và là phương tiện liên lạc mà khách hàng có thể liên hệ để được hỗ trợ thông tin.""","""60ebabe690f6d6bd2408ac12e84701ab,811e2aea35222d79c8ab2b4e1682750c,fef9c649ce6a269e3527f9c73e29aceb""","47",3,108,"ceadf262ef834e9ab146b20650912cae",3,"","","ceadf262ef834e9ab146b20650912cae",0,0
1,"NHÂN VIÊN QUẢN LÝ TÀI KHOẢN","NHÂN VIÊN","Nhân viên quản lý tài khoản là người hướng dẫn và hỗ trợ nhà đầu tư về tài khoản chứng khoán","811e2aea35222d79c8ab2b4e1682750c","31",1,109,"7f65feab75424b53b24470d305ba331a",1,"","","7f65feab75424b53b24470d305ba331a",0,0
1,"TRUNG TÂM LƯU KÝ CHỨNG KHOÁN VIỆT NAM (VSD)","TỔ CHỨC","TRUNG TÂM LƯU KÝ CHỨNG KHOÁN VIỆT NAM (VSD) is the organization responsible for storing securities and managing stock transactions in Vietnam. They are dedicated to maintaining records and overseeing securities trading activities in the country.","""26952620749ea86364db720687c3f0b2,811e2aea35222d79c8ab2b4e1682750c""","36",2,110,"fd9cb733b28d420cb5cef01e545a132c",2,"","","fd9cb733b28d420cb5cef01e545a132c",0,0
1,"S24","NỀN TẢNG GIAO DỊCH","""S24 is a completely new online trading system that provides a user-friendly experience. It is a website that offers information and customer care services, including account management. Operating in the financial and stock market sector, S24 is a trading platform developed by MBS, accessible through the MBS Online business support service. Customers can customize and arrange their options by dragging analysis data frames, market trends, etc., to their preferred positions on the trading screen, following their own habits and preferences.""","""0e6d1961c112676304a1c82938f647f0,26952620749ea86364db720687c3f0b2,2a4dfba4750588906f2098f45d6ef795,6aebc820a4158d720b76fe99d4786e12,94f5ee6f7ea75fa6da839400ada6c9ec,9c29a6ca388e1ef7ee4a4bd25695cb71,d2e04ee9d1cdefef4e95bc5b34b0dbfb,d6fed9f836099d34eeb33a689ef5905b,f2b9a3e3b16a5ef347d9b801f0c92955""","48",9,111,"0fbcca3f17c649a08aea64b5a7d9ef36",9,"","","0fbcca3f17c649a08aea64b5a7d9ef36",0,0
1,"CONTACT24","NỀN TẢNG GIAO DỊCH","""CONTACT24 is a platform that allows customers to conduct derivative stock market transactions over the phone. It serves as an automated information and trading hotline for MBS, offering a variety of features and services for customers to choose from. The hotline number for CONTACT24 is 19009088.""","""26952620749ea86364db720687c3f0b2,6b7d7bef02fe471453e86ff1551c6a7a,e799020bd4ed9106a95fb5715fef0d57,fef9c649ce6a269e3527f9c73e29aceb""","51",4,112,"482027a59f32484c9c44fd700615c1b6",4,"","","482027a59f32484c9c44fd700615c1b6",0,0
1,"GIAO DỊCH","HOẠT ĐỘNG","""GIAO DỊCH encompasses a variety of activities related to financial transactions, including buying and selling securities on the market, exchanging goods, services, or assets between parties, and monitoring financial account information. Each transaction is executed quickly, securely, and efficiently to ensure customer satisfaction.""","""26aeb6f00d5522b71f5210e7e66a2cb7,563361f76d1a9622c17edd6689d14bfb,5b2f0bf433bcfc972d553e0b74427aa7,84aaa55c740cd0a46f92aaae2d4c4290,93a3e213610179f15f67d6b97cb5d653,94f5ee6f7ea75fa6da839400ada6c9ec,9706700c164888cada6cc7690b0558e3,fef9c649ce6a269e3527f9c73e29aceb""","57",15,113,"de837ff3d626451282ff6ac77a82216d",15,"","","de837ff3d626451282ff6ac77a82216d",0,0
1,"ỦY QUYỀN","HỢP PHÁP","Ủy quyền hợp pháp chỉ cần mang theo CMND đến các điểm giao dịch của MBS để thực hiện giao dịch chứng khoán phái sinh","2416bbdc682287235364cc5dcf3b768c","",0,114,"460295fed3ae4cd39f9f274cec9c2506",0,"","","460295fed3ae4cd39f9f274cec9c2506",0,0
1,"CMND","CHỨNG MINH NHÂN DÂN","Chứng minh nhân dân là giấy tờ tùy thân cần thiết để thực hiện giao dịch chứng khoán phái sinh","2416bbdc682287235364cc5dcf3b768c","",0,115,"553b285bba60460ab1ed8341ae61282b",0,"","","553b285bba60460ab1ed8341ae61282b",0,0
1,"TÀI SẢN KÝ QUỸ","TÀI SẢN","Tài sản ký quỹ là tài sản được sử dụng để đảm bảo việc giao dịch chứng khoán phái sinh","2416bbdc682287235364cc5dcf3b768c","31",1,116,"cec95bf17e7e4c939b56c9c6f402a29f",1,"","","cec95bf17e7e4c939b56c9c6f402a29f",0,0
1,"TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN PHÁI SINH","TÀI KHOẢN","""The entity TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN PHÁI SINH refers to a trading account for derivative securities offered by a brokerage firm. It allows investors to trade various types of derivative securities based on their trading orders. The account is designed to facilitate trading activities in the futures and options market, providing a platform for investors to engage in derivative trading.""","""15e19a9eed9e792a37f0ad41d3a965bd,e87ce9ead619379b75f606b5ed62c8d4""","38",2,117,"599164aead034bc19446efacc77554d2",2,"","","599164aead034bc19446efacc77554d2",0,0
1,"TỶ LỆ AR","CHỈ SỐ","Tỷ lệ AR là chỉ số đo lường tỷ lệ tài sản ký quỹ so với tổng giá trị vị thế nắm giữ","15e19a9eed9e792a37f0ad41d3a965bd","",0,118,"bbf148ae4d48422f8fdef754cfa2b9e4",0,"","","bbf148ae4d48422f8fdef754cfa2b9e4",0,0
1,"CHỈ SỐ CƠ SỞ","CHỈ SỐ","""CHỈ SỐ CỔ SỨC is a monitoring index used to measure the performance of a market or a segment of the market. For contracts with maturity dates, interest rates will be calculated based on the closing price of the CHỈ SỐ CỔ SỨC on the maturity date of the futures contract.""","""5aba713d34cf47d3a146255cb3b5584a,e87ce9ead619379b75f606b5ed62c8d4""","38",1,119,"de61b2670999433f807a6a1dc2b81e43",1,"","","de61b2670999433f807a6a1dc2b81e43",0,0
1,"GIÁ ĐÓNG/MỞ VỊ THẾ","THÔNG TIN GIAO DỊCH","Đây là giá đóng cửa và giá mở cửa của vị thế giao dịch","5aba713d34cf47d3a146255cb3b5584a","53",1,120,"3e95dacfe57b4d57b5da4310ef2e157f",1,"","","3e95dacfe57b4d57b5da4310ef2e157f",0,0
1,"LÃI/LỖ","THU NHẬP","Lãi/lỗ là sự chênh lệch giữa giá mua và giá bán hoặc giữa giá mua và giá thị trường của một tài sản","5aba713d34cf47d3a146255cb3b5584a","53",1,121,"1f1545308e9347af91fd03b94aadc21f",1,"","","1f1545308e9347af91fd03b94aadc21f",0,0
1,"CƠ QUAN QUẢN LÝ","TỔ CHỨC","Cơ quan quản lý là tổ chức có trách nhiệm giám sát và quản lý hoạt động của các tổ chức và cá nhân trong một lĩnh vực cụ thể. Nhiệm vụ của họ là quản lý và điều hành các hoạt động theo quy định.","""5aba713d34cf47d3a146255cb3b5584a,dd0e8c3a53affd5981f84d21983eb5ee""","38",2,122,"6ea81acaf232485e94fff638e03336e1",2,"","","6ea81acaf232485e94fff638e03336e1",0,0
1,"CHỨNG QUYỀN","LOẠI CHỨNG KHOÁN","""CHỨNG QUYỀN is a financial instrument that allows individuals to buy or sell securities at a predetermined price, either before, at, or after a specified date. It is a type of investment that can be traded without ownership. This type of security has a specific identification code and associated rights and benefits. It provides essential information such as the securities code, maturity date, current price, conversion ratio, and type of warrant. Additionally, it is a form of investment that allows investors to exercise their rights on the expiration date.""","""078f14bae4d779e6ad5fad23e7f2ea43,10955923af33dd58454b796b2da93d07,38dd0921ac731174a59ec6e94eeab28b,8f5d126775576a236cb53e6f86b663da,ac4cec82c21d6c2b8c5e2e9b3be742b8,dd0e8c3a53affd5981f84d21983eb5ee""","41",14,123,"d136b08d586d488f9e4188b524c85a29",14,"","","d136b08d586d488f9e4188b524c85a29",0,0
1,"NGƯỜI SỞ HỮU","NGƯỜI","Người sở hữu là cá nhân hoặc tổ chức nắm giữ quyền sở hữu đối với một tài sản hoặc chứng khoán","dd0e8c3a53affd5981f84d21983eb5ee","41",1,124,"cccfa151fedc4b218a8d96adc7dceabe",1,"","","cccfa151fedc4b218a8d96adc7dceabe",0,0
1,"MÃ CHỨNG KHOÁN CƠ SỞ","THÔNG TIN","Mã chứng khoán cơ sở là mã cổ phiếu được sử dụng để phát hành chứng quyền","8f5d126775576a236cb53e6f86b663da","41",1,125,"ce54725672a74ebcabe6127577dacb2b",1,"","","ce54725672a74ebcabe6127577dacb2b",0,0
1,"NGÀY ĐÁO HẠN","THÔNG TIN","NGÀY ĐÁO HẠN is the final day for exercising rights for stock options and the day when the issuing organization must repurchase the securities. This date marks the deadline for both parties involved in the stock market transaction.","""2e9c77aefcb96dfde90c451bba99ea10,8f5d126775576a236cb53e6f86b663da""","43",2,126,"ea2b28ca1a974ffab4517811dc1d1e5c",2,"","","ea2b28ca1a974ffab4517811dc1d1e5c",0,0
1,"GIÁ THỰC HIỆN","THÔNG TIN","GIÁ THỰC HIỆN refers to the actual price at which an investor is allowed to purchase securities when exercising rights with warrants. It is also the price calculated on a futures contract to determine the amount of payment for a transaction. This entity plays a crucial role in determining the financial aspects of stock market investments.","""2e9c77aefcb96dfde90c451bba99ea10,8f5d126775576a236cb53e6f86b663da""","43",2,127,"aff21f1da1654e7babdcf3fb0e4a75fc",2,"","","aff21f1da1654e7babdcf3fb0e4a75fc",0,0
1,"TỶ LỆ QUY ĐỔI","THÔNG TIN","Tỷ lệ quy đổi là số lượng chứng quyền yêu cầu để quy đổi ra một chứng khoán cơ sở","8f5d126775576a236cb53e6f86b663da","41",1,128,"dc2cc9016e3f49dbac7232f05cce794d",1,"","","dc2cc9016e3f49dbac7232f05cce794d",0,0
1,"KIỂU CHỨNG QUYỀN","THÔNG TIN","Chứng quyền kiểu Châu Âu chỉ cho phép nhà đầu tư thực hiện quyền tại ngày đáo hạn","8f5d126775576a236cb53e6f86b663da","41",1,129,"6ea0cef05f694dcea455478f40674e45",1,"","","6ea0cef05f694dcea455478f40674e45",0,0
1,"TỶ SUẤT SINH LỜI","CHỈ SỐ TÀI CHÍNH","""Tỷ suất sinh lời cao thông qua đòn bẩy tài chính, CW có khả năng tăng hiệu quả đầu tư từ 5 đến 40 lần""","078f14bae4d779e6ad5fad23e7f2ea43","41",1,130,"7ab5d53a872f4dfc98f3d386879f3c75",1,"","","7ab5d53a872f4dfc98f3d386879f3c75",0,0
1,"PHÒNG NGỪA RỦI RO","CHIẾN LƯỢC ĐẦU TƯ","CW là công cụ phòng ngừa rủi ro hữu ích khi nhà đầu tư lo ngại bị tác động tiêu cực bởi sự biến động bất lợi của thị trường đến danh mục tài sản của mình","078f14bae4d779e6ad5fad23e7f2ea43","41",1,131,"af1d0fec22114a3398b8016f5225f9ed",1,"","","af1d0fec22114a3398b8016f5225f9ed",0,0
1,"QUYỀN","CÔNG CỤ PHÒNG NGỪA RỦI RO","""QUYỀN encompasses a variety of rights including the right to know, consent, access, revoke consent, delete data, limit data processing, provide data, oppose data processing, file complaints, initiate legal actions, seek compensation for damages, self-defense and other related rights as defined by law. These rights serve as a risk mitigation tool for investors concerned about negative impacts caused by market fluctuations on their asset portfolio. They are recognized and protected by law.""","""2c3ae7491cabfdc2946c79ea584fb1ca,82f6df8c73c78cf4fd7eed0d4e5e77b7,9ec3183997e9b53cecc3d69523d6c509""","",2,132,"b07a7f088364459098cd8511ff27a4c8",2,"","","b07a7f088364459098cd8511ff27a4c8",0,0
1,"CW","CÔNG CỤ PHÒNG NGỪA RỦI RO","CW is a versatile financial tool that helps investors mitigate risks by hedging against negative market movements to protect their asset portfolio. It is a type of security similar to stock options but with settlement in cash or underlying securities. CW is a highly liquid investment instrument with guaranteed trading and settlement by the issuing organization. It is issued along with other securities and is known for its high liquidity and flexibility in trading.","""82f6df8c73c78cf4fd7eed0d4e5e77b7,8a22d1ed78856814aba3794bf1b450aa,ac4cec82c21d6c2b8c5e2e9b3be742b8,e5fa74b405fb017d2cffb093ab477001""","31",5,133,"8870cf2b5df64d2cab5820f67e29b9f1",5,"","","8870cf2b5df64d2cab5820f67e29b9f1",0,0
1,"SGDCK","THỊ TRƯỜNG","""SGDCK, also known as Sở Giao dịch Chứng khoán, is a financial trading platform where financial institutions are listed and transactions take place. It is a stock market system where trading occurs, providing a marketplace for financial activities.""","""100579c0649a951fa90b7a0391a7d23c,82f6df8c73c78cf4fd7eed0d4e5e77b7,e94cfb8c395a24fbf6db9a2baed8c5d5,ea96ddadb47760fb6285d78ff43334d1""","61",4,134,"cd130938a2844050be991af70baf5ee0",4,"","","cd130938a2844050be991af70baf5ee0",0,0
1,"THỊ TRƯỜNG","MÔI TRƯỜNG KINH DOANH","THỊ TRƯỜNG is a business environment where investors buy and sell securities. It is also a marketplace where products and services are exchanged.","""3405d57ce2cb8930da5dfb2d59f15ce1,e5fa74b405fb017d2cffb093ab477001""","49",2,135,"43544b99c3b04b059546198a0ae6366d",2,"","","43544b99c3b04b059546198a0ae6366d",0,0
1,"CHỨNG KHOÁN CƠ SỞ","LOẠI HÌNH ĐẦU TƯ","Chứng khoán cơ sở là loại hình đầu tư dựa trên giá trị của cơ sở chứng khoán","e5fa74b405fb017d2cffb093ab477001","31",1,136,"a671bf7fea2f4514b6e96ba99127fafd",1,"","","a671bf7fea2f4514b6e96ba99127fafd",0,0
1,"NĐT","NGƯỜI","Người đầu tư là nhà đầu tư tham gia vào thị trường chứng khoán","e5fa74b405fb017d2cffb093ab477001","",0,137,"525f41ea20274a05af4e52b625b473f3",0,"","","525f41ea20274a05af4e52b625b473f3",0,0
1,"BIẾN ĐỘNG GIÁ","","""BIẾN ĐỘNG GIÁ refers to the fluctuation in stock prices influenced by various factors such as interest rates, dividends, supply, and demand.""","""563361f76d1a9622c17edd6689d14bfb,e5fa74b405fb017d2cffb093ab477001""","37",2,138,"071a416efbec4f0886c19ac68f6d43cb",2,"","","071a416efbec4f0886c19ac68f6d43cb",0,0
1,"NIÊM YẾT","HOẠT ĐỘNG","Niêm yết là việc đưa chứng khoán lên sàn giao dịch để công khai giao dịch","563361f76d1a9622c17edd6689d14bfb","57",1,139,"6d8473ef3b1042bf87178a611e3dbcc6",1,"","","6d8473ef3b1042bf87178a611e3dbcc6",0,0
1,"CHÊNH LỆCH GIÁ","HIỆN TƯỢNG","Chênh lệch giá là sự khác biệt về giá của chứng khoán giữa các thời điểm mua và bán","563361f76d1a9622c17edd6689d14bfb","37",1,140,"30c9641543c24773938bd8ec57ea98ab",1,"","","30c9641543c24773938bd8ec57ea98ab",0,0
1,"NGƯỜI ĐẦU TƯ","NGƯỜI","Người đầu tư là cá nhân hoặc tổ chức tham gia vào hoạt động đầu tư chứng khoán.","""563361f76d1a9622c17edd6689d14bfb,7a9d013be64113ac0b686f7835ad3646""","60",4,141,"18b839da898e4026b81727d759d95c6a",4,"","","18b839da898e4026b81727d759d95c6a",0,0
1,"VÒNG ĐỜI GIỚI HẠN","ĐẶC ĐIỂM","Vòng đời giới hạn là đặc điểm của chứng quyền khi có thời hạn cụ thể","563361f76d1a9622c17edd6689d14bfb","60",1,142,"eeef6ae5c464400c8755900b4f1ac37a",1,"","","eeef6ae5c464400c8755900b4f1ac37a",0,0
1,"RỦI RO TỔ CHỨC PHÁT HÀNH","RỦI RO","""Rủi ro tổ chức phát hành refers to the potential risks that may arise when an organization issuing securities faces financial difficulties, leading to the inability to fulfill payment obligations to investors when the securities mature or the issuer decides to exercise their rights. These risks can pose challenges to the financial stability of the issuing entity.""","""563361f76d1a9622c17edd6689d14bfb,ac4cec82c21d6c2b8c5e2e9b3be742b8""","60",2,143,"422433aa45804c7ebb973b2fafce5da6",2,"","","422433aa45804c7ebb973b2fafce5da6",0,0
1,"CHỨNG QUYỀN MUA","LOẠI CHỨNG QUYỀN","CHỨNG QUYỀN MUA is a type of financial product in the stock market that allows the purchase of shares at a predetermined price in the future. It is a call option that grants the right to buy securities.","""38dd0921ac731174a59ec6e94eeab28b,ac4cec82c21d6c2b8c5e2e9b3be742b8""","41",1,144,"86505bca739d4bccaaa1a8e0f3baffdc",1,"","","86505bca739d4bccaaa1a8e0f3baffdc",0,0
1,"MÃ CHỨNG QUYỀN","ĐỊNH DANH","Mã chứng quyền là chuỗi ký tự đặc biệt để xác định chứng quyền cụ thể","ac4cec82c21d6c2b8c5e2e9b3be742b8","41",1,145,"1af9faf341e14a5bbf4ddc9080e8dc0b",1,"","","1af9faf341e14a5bbf4ddc9080e8dc0b",0,0
1,"HPG","MÃ CHỨNG KHOÁN","HPG là mã chứng khoán cơ sở","38dd0921ac731174a59ec6e94eeab28b","41",2,146,"353d91abc68648639d65a549e59b5cf3",2,"","","353d91abc68648639d65a549e59b5cf3",0,0
1,"19","NĂM PHÁT HÀNH","19 là năm phát hành của sản phẩm chứng khoán","38dd0921ac731174a59ec6e94eeab28b","",0,147,"7ce637e4f35b42e3a9f8272cab69cd22",0,"","","7ce637e4f35b42e3a9f8272cab69cd22",0,0
1,"01","CHỨNG QUYỀN","01 là chứng quyền đầu tiên của mã HPG trong năm 2019","38dd0921ac731174a59ec6e94eeab28b","",0,148,"4d999d7744b04a998475f8f8531589f0",0,"","","4d999d7744b04a998475f8f8531589f0",0,0
1,"CHỨNG QUYỀN CÓ BẢO ĐẢM","SẢN PHẨM CHỨNG KHOÁN","Chứng quyền có bảo đảm là một sản phẩm chứng khoán","38dd0921ac731174a59ec6e94eeab28b","42",1,149,"9a6f414210e14841a5b0e661aedc898d",1,"","","9a6f414210e14841a5b0e661aedc898d",0,0
1,"HỢP ĐỒNG QUYỀN CHỌN","SẢN PHẨM CHỨNG KHOÁN","Hợp đồng quyền chọn là một sản phẩm chứng khoán","38dd0921ac731174a59ec6e94eeab28b","42",1,150,"db541b7260974db8bac94e953009f60e",1,"","","db541b7260974db8bac94e953009f60e",0,0
1,"TỔ CHỨC TÀI CHÍNH","TỔ CHỨC","Tổ chức tài chính là một tổ chức liên quan đến sản phẩm chứng khoán","38dd0921ac731174a59ec6e94eeab28b","42",1,151,"f2ff8044718648e18acef16dd9a65436",1,"","","f2ff8044718648e18acef16dd9a65436",0,0
