"id","human_readable_id","covariate_type","type","description","subject_id","subject_type","object_id","object_type","status","start_date","end_date","source_text","text_unit_id","document_ids","n_tokens"
"9cd1ec09-fa80-4baf-8385-a400802c89b8","120","claim","ONLINE TRADING","""MBS provides online securities trading services through Stock24, allowing customers to trade securities, money, and manage accounts online""","MBS","","NONE","","TRUE","NONE","NONE","""Through the website Open24 at the address: http://open24.mbs.com.vn/Presentation/Welcome.aspx. After completing the account opening information, customers print 02 sets of documents and bring them to online transaction points or branches/offices of MBS to activate the account.""","e799020bd4ed9106a95fb5715fef0d57",['d1d8f00369755e0157bedf841fd57ee7'],300
"7c254fc6-2ec1-404d-9634-0ffe26a40276","121","claim","PHONE TRADING","""Contact24 is an automatic telephone information inquiry and trading system of MBS, providing customers with information and trading services via phone""","CONTACT24","","MBS","","TRUE","NONE","NONE","""Contact24 is the automatic telephone information inquiry and trading system of MBS, providing customers with information and trading services via phone.""","e799020bd4ed9106a95fb5715fef0d57",['d1d8f00369755e0157bedf841fd57ee7'],300
"66064b62-614b-4974-94b5-f5621ad91677","122","claim","CUSTOMER SERVICE","""Contact24 is a system of automatic information retrieval and telephone trading of MBS, with a separate hotline number that allows customers to choose from various features and services. The hotline number is 19009088. By using Contact24, customers can:
- Automatically check account information: balance, matching order results for the day, notifications, and execution information of rights;
- Automatically change Contact24 password;
- Meet staff to place orders and check account information;
- Request support: retrieve Contact24 password automatically, support S24, support other information.""","19009088","","MBS","","TRUE","NONE","NONE","","6b7d7bef02fe471453e86ff1551c6a7a",['d1d8f00369755e0157bedf841fd57ee7'],300
"96bbb7c1-7e01-462b-9337-667736f575a4","123","claim","","","","","","","","","","","21e832b2ab519ad1e3a8ac46ab4842fe",['d1d8f00369755e0157bedf841fd57ee7'],300
"4ca8b326-b292-45ee-b3b1-740f740739ec","124","claim","","","","","","","","","","","21e832b2ab519ad1e3a8ac46ab4842fe",['d1d8f00369755e0157bedf841fd57ee7'],300
"03b62c97-54df-479e-a496-13beaa039e24","125","claim","CUSTOMER SERVICE","Trung tâm Chăm sóc Khách hàng MBS provides customer service for MBS customers","Trung tâm Chăm sóc Khách hàng MBS","","NONE","","TRUE","NONE","NONE","Để biết thêm chi tiết khách hàng vui lòng liên hệ Trung tâm Chăm sóc Khách hàng MBS","be4aea5c3851b39e2ff5c367900daa90",['d1d8f00369755e0157bedf841fd57ee7'],300
"e9fed57a-ee43-470b-bcbd-52e3204a06b2","126","claim","FINANCIAL SERVICES","MBS provides financial services including trading and account management","MBS","","NONE","","TRUE","NONE","NONE","""MBS cung cấp dịch vụ thông báo kết quả khớp lệnh, tra cứu kết quả khớp lệnh và tra cứu số dư tài khoản, tra cứu thông tin thị trường và thông tin chứng khoán qua tin nhắn SMS""","be4aea5c3851b39e2ff5c367900daa90",['d1d8f00369755e0157bedf841fd57ee7'],300
"d8ffa71e-ec94-47dc-93b7-ad2877f3713a","127","claim","FINANCIAL SERVICES","""MBS provides services related to stock trading, account balance inquiry, market information, and securities information via SMS""","MBS","","NONE","","SUSPECTED","NONE","NONE","""MBS cung cấp dịch vụ thông báo kết quả khớp lệnh, tra cứu kết quả khớp lệnh và tra cứu số dư tài khoản, tra cứu thông tin thị trường và thông tin chứng khoán qua tin nhắn SMS.""","fe67ca15be08a6b00a245e63131b8a03",['d1d8f00369755e0157bedf841fd57ee7'],300
"ed3f3742-683e-41aa-a95b-6f0e131495b2","128","claim","TRADING PLATFORM","Provides online trading platform and personal asset management services","NỀN TẢNG GIAO DỊCH","","NONE","","SUSPECTED","NONE","NONE","I. Nền tảng giao dịch và quản lý tài sản cá nhân trực tuyến","fe67ca15be08a6b00a245e63131b8a03",['d1d8f00369755e0157bedf841fd57ee7'],300
"3feaa0c8-b98e-4497-9864-99eaa6fe8888","129","claim","TRADING PLATFORM","Quản lý tất cả các tài sản giao dịch trên một nền tảng Plus24","PLUS24","","NONE","","TRUE","NONE","NONE","Quản lý tài sản cá nhân trực tuyến","6aebc820a4158d720b76fe99d4786e12",['d1d8f00369755e0157bedf841fd57ee7'],300
"16a7b36a-f2d2-4178-b726-a259f69046cc","130","claim","TRADING PLATFORM","Giao dịch đa tài sản hoàn toàn online trên S24 của MBS","MBS","","NONE","","TRUE","NONE","NONE","""Giao dịch đa tài sản (cổ phiếu và các sản phẩm tối ưu tiền nhàn rỗi như trái phiếu, hợp tác kinh doanh) hoàn toàn online trên S24 của MBS""","6aebc820a4158d720b76fe99d4786e12",['d1d8f00369755e0157bedf841fd57ee7'],300
"6cb78942-93b4-49db-a574-6d00f4012083","131","claim","TRANSACTION FEE","Miễn phí chuyển tiền hai chiều với MBBank","MBBANK","","NONE","","TRUE","NONE","NONE","Miễn phí chuyển tiền hai chiều với MBBank","6aebc820a4158d720b76fe99d4786e12",['d1d8f00369755e0157bedf841fd57ee7'],300
"4d12fd52-c45a-4bcf-bff1-9d576ac20d5e","132","claim","TRANSACTION FEES","Miễn phí chuyển tiền hai chiều với MBBank","ORGANIZATION","","MBBANK","","TRUE","NONE","NONE","Miễn phí chuyển tiền hai chiều với MBBank","0d038a2560cc5bf059eccc772d45635c",['d1d8f00369755e0157bedf841fd57ee7'],300
"222d49c0-ff21-4070-86a0-1d26440ac781","133","claim","FINANCIAL PRODUCTS","""Nâng cao hiệu quả giao dịch với các sản phẩm hỗ trợ tài chính đa dạng như Margin với lãi suất hấp dẫn, M-Credit ứng trước sức mua và các sản phẩm tài chính khác""","ORGANIZATION","","M-CREDIT","","TRUE","NONE","NONE","""Nâng cao hiệu quả giao dịch với các sản phẩm hỗ trợ tài chính đa dạng như Margin với lãi suất hấp dẫn, M-Credit ứng trước sức mua và các sản phẩm tài chính khác""","0d038a2560cc5bf059eccc772d45635c",['d1d8f00369755e0157bedf841fd57ee7'],300
"e9dfb40c-cdd0-42c5-b490-00aaccbb886c","134","claim","FINANCIAL PRODUCTS","Tối ưu hóa tiền nhàn rỗi với sản phẩm Abond và Hợp tác kinh doanh","ORGANIZATION","","ABOND","","TRUE","NONE","NONE","Tối ưu hóa tiền nhàn rỗi với sản phẩm Abond và Hợp tác kinh doanh","0d038a2560cc5bf059eccc772d45635c",['d1d8f00369755e0157bedf841fd57ee7'],300
"286b800c-54d4-44a7-89f4-84e1da8e76a6","135","claim","FINANCIAL PRODUCTS","Khách hàng MBS Online được tư vấn trực tiếp từ đội ngũ chuyên gia hàng đầu của Khối Nghiên Cứu thông qua hệ thống sản phẩm hoàn toàn Miễn Phí như:","ORGANIZATION","","MBS ONLINE","","TRUE","NONE","NONE","Khách hàng MBS Online được tư vấn trực tiếp từ đội ngũ chuyên gia hàng đầu của Khối Nghiên Cứu thông qua hệ thống sản phẩm hoàn toàn Miễn Phí như:","0d038a2560cc5bf059eccc772d45635c",['d1d8f00369755e0157bedf841fd57ee7'],300
"15873bb5-dc69-4038-800c-5138d2780285","136","claim","INVESTMENT PORTFOLIO","Danh mục đầu tư chủ động MBS Flagship could be a sample investment portfolio according to the short-term strategy","ORGANIZATION","","NONE","","SUSPECTED","NONE","NONE","Danh mục đầu tư chủ động MBS Flagship","0e09879bf7db3d8a2ef74d68d4e2e984",['d1d8f00369755e0157bedf841fd57ee7'],300
"db8e40b6-b8d2-481b-a77a-2a68f7fce855","137","claim","STOCK MARKET","Hệ thống báo cáo phân tích ngành và cổ phiếu hàng đầu thị trường could be related to the stock market","GEO","","NONE","","SUSPECTED","NONE","NONE","Hệ thống báo cáo phân tích ngành và cổ phiếu hàng đầu thị trường","0e09879bf7db3d8a2ef74d68d4e2e984",['d1d8f00369755e0157bedf841fd57ee7'],300
"3a67e1f0-e21a-48bc-934c-56aa1abad99e","138","claim","STOCK RECOMMENDATIONS","""MBS Online provides stock recommendations based on fundamental and technical analysis, as well as factors driving price increases in the industry and stocks. The stock portfolio is evaluated weekly and will continue to be recommended if still relevant""","ORGANIZATION","","MBS ONLINE","","TRUE","NONE","NONE","""MBS Online provides stock recommendations based on fundamental and technical analysis, as well as factors driving price increases in the industry and stocks.""","9796f10b22a5b0a3db4557e3075bdbb0",['d1d8f00369755e0157bedf841fd57ee7'],300
"7d82fb62-2786-49bd-8d65-08f0f221908d","139","claim","STOCK ANALYST","Stock analysts provide real-time advice through interactive livestreams with top experts from the Research Department on the MBS Online fanpage","PERSON","","NONE","","TRUE","NONE","NONE","Stock analysts provide real-time advice through interactive livestreams with top experts from the Research Department on the MBS Online fanpage.","9796f10b22a5b0a3db4557e3075bdbb0",['d1d8f00369755e0157bedf841fd57ee7'],300
"3f57e9ee-bf3a-4093-b7dc-f1747e7bb500","140","claim","","","","","","","","","","","a7afffd39fb1e0380ea66d364f749532",['d1d8f00369755e0157bedf841fd57ee7'],300
"e1ef9e00-1c84-4786-b862-1271f4c85795","141","claim","RỦI RO SẢN PHẨM","""Đầu tư chứng khoán là một loại hình đầu tư rủi ro đòi hỏi nhà đầu tư có kinh nghiệm đầu tư và thời gian bám vững thị trường. Danh mục được các chuyên gia phân tích lựa chọn kỹ càng dựa trên các yếu tố về cơ bản và kỹ thuạt tuy nhiên đầu tư chứng khoán trong thời gian ngắn vẫn có rủi ro khó dự đoán và giá cổ phiếu biến động theo cung – cầu và tâm lý của thị trường, khiến khoản đầu tư có thể đối diện với những rủi ro lỗ tạm thời. Do đó, danh mục có tính chất tham khảo và nhà đầu tư luôn khi đầu tư luôn cần thời gian đủ dài, để giảm thiểu rủi ro biến động ngắn hạn do cung cầu và doanh n""","THỊ TRƯỜNG","","NONE","","SUSPECTED","NONE","NONE","ế.","35f219c5349bc5c6b800b555b7325333",['d1d8f00369755e0157bedf841fd57ee7'],300
"679aa9ff-8f0f-47b9-8eb2-b53f94274e08","142","claim","INVESTMENT ADVICE","""The market may face temporary risks. Therefore, the portfolio is for reference and investors always need sufficient time to minimize short-term fluctuations due to supply and demand and businesses with conditions to show clearer potential value.""","THỊ TRƯỜNG CHỨNG KHOÁN","","NONE","","SUSPECTED","NONE","NONE","","cde81b63c0352bb90b98015501a3b422",['d1d8f00369755e0157bedf841fd57ee7'],300
"12810c0f-bd1a-49ff-9676-36807dcf80f8","143","claim","LIVESTREAM","All customers following the MBS Online channel can watch the livestream on Monday mornings.","MBS ONLINE","","NONE","","SUSPECTED","NONE","NONE","","cde81b63c0352bb90b98015501a3b422",['d1d8f00369755e0157bedf841fd57ee7'],300
"b11a7047-3667-47d1-b79d-2975243d2bfc","144","claim","FREE SERVICE","""Free for customers who register for care through the MBS Online Channel. Customers receive portfolio advice through a method suitable for their needs (Zalo group, Facebook group, or email)""","KHÁCH HÀNG","","MBS ONLINE","","SUSPECTED","NONE","NONE","","cde81b63c0352bb90b98015501a3b422",['d1d8f00369755e0157bedf841fd57ee7'],300
"fc97adc7-07af-43ab-b7b7-9a1cb81baa4e","145","claim","INVESTMENT ADVICE","Continuous update advisory newsletter during the session: The continuous advisory newsletter system throughout the day","BẢN TIN TƯ VẤN","","NONE","","SUSPECTED","NONE","NONE","","cde81b63c0352bb90b98015501a3b422",['d1d8f00369755e0157bedf841fd57ee7'],300
"7d419857-9870-433d-850f-399f79df563a","146","claim","INFORMATION DISCOVERY","Kênh MBS online provides customers with advisory portfolios through suitable methods according to their needs","ORGANIZATION","","MBS ONLINE","","TRUE","NONE","NONE","Kênh MBS online","e11ca4f8828577aaf7126b6cb523dc0c",['d1d8f00369755e0157bedf841fd57ee7'],300
"45d2fcda-5c6c-4745-a174-7533efd4ae40","147","claim","INFORMATION DISCOVERY","""Hệ thống bản tin tư vấn liên tục trong ngày trên các kênh multimedia (Facebook, Zalo) sẽ hỗ trợ khách hàng trong việc nhận định xu thế thị trường và tìm kiếm cổ phiếu đột biến hàng ngày""","NONE","","NONE","","TRUE","NONE","NONE","""Hệ thống bản tin tư vấn liên tục trong ngày trên các kênh multimedia (Facebook, Zalo)""","e11ca4f8828577aaf7126b6cb523dc0c",['d1d8f00369755e0157bedf841fd57ee7'],300
"58938bd1-f087-430b-b460-921441d9768f","148","claim","INFORMATION DISCOVERY","""Dựa trên thông tin thời gian thực thị trường thế giới và Việt Nam, chuyên gia tư vấn cập nhật dự đoán về xu thế thị trường liên tục trong ngày thông qua hệ thống bản tin: Morning Brief: Tư vấn xu thế thị trường và khuyến nghị cổ phiếu đột biến trong ngày Mid day Note: Tư vấn ngắn cập nhật diễn bi""","NONE","","NONE","","TRUE","NONE","NONE","""Dựa trên thông tin thời gian thực thị trường thế giới và Việt Nam, chuyên gia tư vấn cập nhật dự đoán về xu thế thị trường liên tục trong ngày thông qua hệ thống bản tin: Morning Brief: Tư vấn xu thế thị trường và khuyến nghị cổ phiếu đột biến trong ngày Mid day Note: Tư vấn ngắn cập nhật diễn bi""","e11ca4f8828577aaf7126b6cb523dc0c",['d1d8f00369755e0157bedf841fd57ee7'],300
"99aad091-eb9f-44e8-ac77-f366934b534e","149","claim","","","","","","","","","","","1f20c2401d483b8a4f7e94c30ef806c0",['d1d8f00369755e0157bedf841fd57ee7'],300
"d645966c-0a3c-474e-8851-0ca5638e3ff5","150","claim","","","","","","","","","","","eac76d5cf62bdb175682def4193cbc29",['d1d8f00369755e0157bedf841fd57ee7'],300
"c180353b-ec14-480c-8d4c-b7a357620969","151","claim","","","","","","","","","","","5b166187db4b621cb91cbcabbfbd460b",['d1d8f00369755e0157bedf841fd57ee7'],300
"1f31ebb6-3889-4d3d-ac42-44a1296bf423","152","claim","STOCK SELECTION","Hệ thống Robo Advisor lựa chọn cổ phiếu phù hợp cho mục đích giao dịch ngắn hạn dựa trên các mô hình định lượng tìm kiếm cổ phiếu đã được kiểm chứng trên thế giới và tại thị trường Việt Nam","ROBO ADVISOR","","MBS","","TRUE","NONE","NONE","Hệ thống Robo Advisor lựa chọn cổ phiếu phù hợp cho mục đích giao dịch ngắn hạn dựa trên các mô hình định lượng tìm kiếm cổ phiếu đã được kiểm chứng trên thế giới và tại thị trường Việt Nam.","241ba511a6b267992f84019bcafa5146",['d1d8f00369755e0157bedf841fd57ee7'],300
"1dfa33f4-397b-4404-b2e1-dcefee0fbeaa","153","claim","STOCK SELECTION","Hệ thống Robo Advisor lựa chọn cổ phiếu phù hợp cho mục đích giao dịch ngắn hạn dựa trên các mô hình định lượng tìm kiếm cổ phiếu đã được kiểm chứng trên thế giới và tại thị trường Việt Nam","MBS","","NONE","","TRUE","NONE","NONE","Hệ thống Robo Advisor lựa chọn cổ phiếu phù hợp cho mục đích giao dịch ngắn hạn dựa trên các mô hình định lượng tìm kiếm cổ phiếu đã được kiểm chứng trên thế giới và tại thị trường Việt Nam.","241ba511a6b267992f84019bcafa5146",['d1d8f00369755e0157bedf841fd57ee7'],300
"07c8026e-9b4d-4e85-ad50-30ef3c94a555","154","claim","STOCK SELECTION","Robo Advisor system selects suitable stocks for short-term trading purposes based on quantitative models that have been validated worldwide and in the Vietnamese market","ROBO ADVISOR","","NONE","","SUSPECTED","NONE","NONE","Robo Advisor system selects suitable stocks for short-term trading purposes based on quantitative models that have been validated worldwide and in the Vietnamese market","1b7afcab69384f4109d8537750df26a0",['d1d8f00369755e0157bedf841fd57ee7'],300
"231b4a5a-2f09-4f4a-acf7-a63f4ad135c4","155","claim","STOCK SELECTION","MBS will continuously update new stock selection models to meet different investment needs","MBS","","NONE","","SUSPECTED","NONE","NONE","MBS will continuously update new stock selection models to meet different investment needs","1b7afcab69384f4109d8537750df26a0",['d1d8f00369755e0157bedf841fd57ee7'],300
"08af0d85-a026-43ef-a418-45c2cbb69516","156","claim","VALUATION METHOD","""MBS Power Rank is a valuation method developed by MBS to find outstanding companies in the industry based on 5 main aspects: Scale, Growth, Profitability, Financial Health, and Valuation""","MBS POWER RANK","","NONE","","SUSPECTED","NONE","NONE","""MBS Power Rank is a valuation method developed by MBS to find outstanding companies in the industry based on 5 main aspects: Scale, Growth, Profitability, Financial Health, and Valuation""","1b7afcab69384f4109d8537750df26a0",['d1d8f00369755e0157bedf841fd57ee7'],300
"4185ac7a-9a7e-4087-9bc1-ab34dabc289b","157","claim","COMPANY EVALUATION","""MBS is developing a project to find outstanding companies in the industry based on 5 main aspects: scale, liquidity, operational efficiency, capital structure""","MBS","","NONE","","SUSPECTED","NONE","NONE","Developed by MBS with the desire to find outstanding companies in the industry based on 5 main aspects","27b41eca87bd22a28604791bb17dbdbc",['d1d8f00369755e0157bedf841fd57ee7'],300
"02c0f7aa-57f0-49be-9576-a81ed2c45cce","158","claim","FINANCIAL PERFORMANCE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","ORGANIZATION","","NONE","","SUSPECTED","NONE","NONE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","67a230cf4b51067fac96ba864d694107",['d1d8f00369755e0157bedf841fd57ee7'],300
"4c2299bc-fc8f-4589-b0c0-304301004fe3","159","claim","FINANCIAL PERFORMANCE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","PERSON","","NONE","","SUSPECTED","NONE","NONE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","67a230cf4b51067fac96ba864d694107",['d1d8f00369755e0157bedf841fd57ee7'],300
"adbd45cf-a7e9-4156-b30c-4c88b9ed15de","160","claim","FINANCIAL PERFORMANCE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","GEO","","NONE","","SUSPECTED","NONE","NONE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","67a230cf4b51067fac96ba864d694107",['d1d8f00369755e0157bedf841fd57ee7'],300
"c0522ad0-bf0f-405d-a0b5-868278db2d81","161","claim","FINANCIAL PERFORMANCE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","EVENT","","NONE","","SUSPECTED","NONE","NONE","""Chỉ tiêu này gồm các chỉ tiêu nhằm đánh giá hiệu quả hoạt động của công ty tương đối so với các công ty trong ngành như ROE, ROA, vòng quay tổng tài sản, …""","67a230cf4b51067fac96ba864d694107",['d1d8f00369755e0157bedf841fd57ee7'],300
"e04db601-e2c2-48fc-a393-06342a8c3072","162","claim","INVESTMENT RECOMMENDATION","MBS Power Rank is suitable for value-growth investors looking for stocks that have shown strong improvement in core operations but are still undervalued compared to the industry.","MBS POWER RANK","","NONE","","TRUE","NONE","NONE","MBS Power Rank","c2ad2384fcd7d5fb0deb4af86a9380ba",['d1d8f00369755e0157bedf841fd57ee7'],300
"1ca0a107-2481-4b22-a65f-2c23e8b71e21","163","claim","CUSTOMER SUPPORT","""Customers are supported in trading and consulting through the MBS Online customer support team via various channels including hotline: 1900 9088 extension 4, Zalo group, Facebook Messenger, and the MBS Online advisory page. Feedback and direct contact can also be made on the Plus24 trading platform.""","ORGANIZATION","","MBS ONLINE","","TRUE","NONE","NONE","""Customers are supported in trading and consulting through the MBS Online customer support team via various channels including hotline: 1900 9088 extension 4, Zalo group, Facebook Messenger, and the MBS Online advisory page. Feedback and direct contact can also be made on the Plus24 trading platform.""","4df4c580b88edb58280040957d2b13c5",['d1d8f00369755e0157bedf841fd57ee7'],300
"ce1cb00e-6d2b-4a9a-a495-8c5f6b95be5a","164","claim","CUSTOMER SUPPORT","Thông tin được đội ngũ CSKH tiếp nhận và xử lý real time trong giờ giao dịch","PLUS24","","NONE","","TRUE","NONE","NONE","Góp ý và liên hệ trực tiếp trên nền tảng giao dịch Plus24","2a4dfba4750588906f2098f45d6ef795",['d1d8f00369755e0157bedf841fd57ee7'],300
"812580e6-ea73-4c3b-9d4d-aa557fb3f658","165","claim","ACCOUNT MANAGEMENT","Khách hàng đăng nhập vào S24 ->chọn mục Dịch vụ chăm sóc  trên trang S24 -> lựa chọn phần “Dịch vụ quản lý tài khoản”","MBS","","NONE","","TRUE","NONE","NONE","Nhà đầu tư đã mở tài khoản tại MBS: Khách hàng đăng nhập vào S24 ->chọn mục Dịch vụ chăm sóc  trên trang S24 -> lựa chọn phần “Dịch vụ quản lý tài khoản”","2a4dfba4750588906f2098f45d6ef795",['d1d8f00369755e0157bedf841fd57ee7'],300
"96113452-e669-4319-a2be-2b726295ae72","166","claim","ACCOUNT OPENING","Mở tài khoản tại Open24 hoặc tải ứng dụng MBS Mobile và lựa chọn gói dị","OPEN24","","NONE","","TRUE","NONE","NONE","Nhà đầu tư chưa mở tài khoản tại MBS","2a4dfba4750588906f2098f45d6ef795",['d1d8f00369755e0157bedf841fd57ee7'],300
"a7f09fe9-c492-4500-afc8-836c30b64a55","167","claim","ACCOUNT MANAGEMENT","Investors have not opened accounts at MBS","OPEN24","","MBS","","TRUE","NONE","NONE","Investors have not opened accounts at MBS","0e6d1961c112676304a1c82938f647f0",['d1d8f00369755e0157bedf841fd57ee7'],300
"8844c030-f830-43e8-957e-4fcd50e9cad9","168","claim","SERVICE DESCRIPTION","""MBS Online is a service designed for customers with trading needs. The MBS Online platform provides various tools for customers to look up information, market and actively trade""","MBS ONLINE","","NONE","","TRUE","NONE","NONE","MBS Online is a service designed for customers with trading needs.","0e6d1961c112676304a1c82938f647f0",['d1d8f00369755e0157bedf841fd57ee7'],300
"e25fe75f-41aa-4239-b6d2-a2757fb06b87","169","claim","MBS ONLINE","MBS Online là dịch vụ được thiết kế dành cho nhóm Khách hàng có nhu cầu tự doanh","ORGANIZATION","","NONE","","TRUE","NONE","NONE","MBS Online (Không có Môi giới chăm sóc) là gì?","8247eaabe8d0db4fc1c5828f95e413ff",['d1d8f00369755e0157bedf841fd57ee7'],300
"fb7db605-a062-4d3e-89a0-0cd010dd0cd2","170","claim","INVESTMENT","Khách hàng lựa chọn dịch vụ này được quyền truy cập toàn bộ nền tảng giao dịch trực tuyến và các phương tiện hỗ trợ giao dịch để lọc dữ liệu và tri thức đầu tư chứng khoán với","NONE","","NONE","","SUSPECTED","NONE","NONE","Tài khoản bảo mật giao dịch MBS Online được thiết kế dành cho các nhà đầu tư độc lập muốn tự chủ động đầu tư và bảo mật thông tin tài khoản giao dịch.","8247eaabe8d0db4fc1c5828f95e413ff",['d1d8f00369755e0157bedf841fd57ee7'],300
"c338710f-bce3-4ce4-9e23-de10af5ca6ee","171","claim","COST OF SERVICE","Quý nhà đầu tư vẫn sẽ được hưởng đầy đủ các tiện ích hỗ trợ như sản phẩm tư vấn cập nhật và chuyên bi","QUÝ NHÀ ĐẦU TƯ","","NONE","","TRUE","NONE","NONE","""Với mức chi phí cạnh tranh trên, Quý nhà đầu tư vẫn sẽ được hưởng đầy đủ các tiện ích hỗ trợ như sản phẩm tư vấn cập nhật và chuyên bi""","7a9d013be64113ac0b686f7835ad3646",['d1d8f00369755e0157bedf841fd57ee7'],300
"275d0325-5400-4d0a-939b-f4d2ce20597c","172","claim","COST SAVINGS","Quý nhà đầu tư tiết kiệm được nhiều hơn phí giao dịch hàng tháng","QUY NHÀ ĐẦU TƯ","","NONE","","TRUE","NONE","NONE","úp các nhà đầu tư tiết kiệm được nhiều hơn phí giao dịch hàng tháng","fb91f31375af53453d052fdff50f6187",['d1d8f00369755e0157bedf841fd57ee7'],300
"c1a3cf3c-1e50-439b-8a17-98fabd6fd345","173","claim","CUSTOMER SUPPORT","""Các nhà đầu tư tự doanh sẽ được chăm sóc bởi đội ngũ riêng của MBS Online qua đa kênh như room Zalo, Group Facebook, Fanpage Facebook, Email, điện thoại… để cập nhập nhanh nhất và chính xác nhất các thông tin của thị trường""","NHÀ ĐẦU TƯ TỰ DOANH","","MBS ONLINE","","TRUE","NONE","NONE","""Các nhà đầu tư tự doanh sẽ được chăm sóc bởi đội ngũ riêng của MBS Online qua đa kênh như room Zalo, Group Facebook, Fanpage Facebook, Email, điện thoại… để cập nhập nhanh nhất và chính xác nhất các thông tin của thị trường""","fb91f31375af53453d052fdff50f6187",['d1d8f00369755e0157bedf841fd57ee7'],300
"87480f18-84bf-4662-b866-156b27f991fc","174","claim","CONTACT INFORMATION","Tổng đài MBS Online: 1900 9088 nhánh số 4 dành","MBS ONLINE","","1900 9088","","TRUE","NONE","NONE","Tổng đài MBS Online: 1900 9088 nhánh số 4 dành","fb91f31375af53453d052fdff50f6187",['d1d8f00369755e0157bedf841fd57ee7'],300
"2d4981aa-5cca-4c5e-9c6f-877c7e2f4bbb","175","claim","CUSTOMER SERVICE","""Customers will be taken care of by MBS Online's dedicated team through various channels such as Zalo room, Facebook Group, Facebook Fanpage, Email, phone... to quickly and accurately update market information""","MBS ONLINE","","NONE","","TRUE","NONE","NONE","""Customers will be taken care of by MBS Online's dedicated team through various channels such as Zalo room, Facebook Group, Facebook Fanpage, Email, phone... to quickly and accurately update market information""","b9b9e11170b32192d67fdf084d715f45",['d1d8f00369755e0157bedf841fd57ee7'],300
"62ddc186-12e1-4917-8834-0fead9dd04d1","176","claim","CUSTOMER SERVICE","MBS Online hotline: 1900 9088 extension 4 is dedicated to business customers","MBS ONLINE","","1900 9088","","TRUE","NONE","NONE","MBS Online hotline: 1900 9088 extension 4 is dedicated to business customers","b9b9e11170b32192d67fdf084d715f45",['d1d8f00369755e0157bedf841fd57ee7'],300
"af40e890-ef26-4a80-a6e4-525a9c07756e","177","claim","SOCIAL MEDIA","""Investors, please LIKE our Fanpage at the link: https://www.facebook.com/CKMBS.Online""","MBS ONLINE","","FACEBOOK","","TRUE","NONE","NONE","""Investors, please LIKE our Fanpage at the link: https://www.facebook.com/CKMBS.Online""","b9b9e11170b32192d67fdf084d715f45",['d1d8f00369755e0157bedf841fd57ee7'],300
"1cc81cb0-9cdd-47c8-a587-0f1f476cd30d","178","claim","SOCIAL MEDIA","Join the MBS investors community group at the link: https://www.facebook.com/groups/MBS.KH.Online/","MBS ONLINE","","FACEBOOK","","TRUE","NONE","NONE","Join the MBS investors community group at the link: https://www.facebook.com/groups/MBS.KH.Online/","b9b9e11170b32192d67fdf084d715f45",['d1d8f00369755e0157bedf841fd57ee7'],300
"ea03029f-964a-4edf-90e3-f7b0fce69b6a","179","claim","SOCIAL MEDIA","Join the Zalo Zoom community of MBS investors at the link: https://zalo.me/g/mvkdau212","MBS ONLINE","","ZALO","","TRUE","NONE","NONE","Join the Zalo Zoom community of MBS investors at the link: https://zalo.me/g/mvkdau212","b9b9e11170b32192d67fdf084d715f45",['d1d8f00369755e0157bedf841fd57ee7'],300
"2d9382ba-bb89-4420-8e01-a93d0fd5b075","180","claim","MBS POWER RANK","""MBS Power Rank là phương pháp định giá được phát triển bởi MBS với ý tưởng đầu tư là tìm những công ty vượt trội trong ngành theo 5 khía cạnh chính: Quy mô, Thanh khoản, Hiệu quả hoạt động""","ĐẦU TƯ MBS","","NONE","","TRUE","NONE","NONE","MBS Power Rank là phương pháp định giá được phát triển bởi MBS với ý tưởng đầu tư là tìm những công ty vượt trội trong ngành theo 5 khía cạnh chính","66cc93ab286227e785be2cd8302cab77",['d1d8f00369755e0157bedf841fd57ee7'],300
"d5ee707e-6c8a-4a12-ac5d-c741f3ad426c","181","claim","","","","","","","","","","","6965a0a9afffb8be84b960e5517baba8",['d1d8f00369755e0157bedf841fd57ee7'],300
"56cb8990-3166-4503-9cc2-38528e945f79","182","claim","","","","","","","","","","","07ee7a0c9129745b5e378841be05c2ae",['d1d8f00369755e0157bedf841fd57ee7'],300
